frame_index,stamp_sec,stamp_nsec,global_x,global_y,yaw
206,11306,327000000,2.173006,-8.080773,0.111540
207,11306,426000000,2.275695,-8.065039,0.124837
208,11306,526000000,2.375142,-8.054126,0.148132
209,11306,626000000,2.474104,-8.039603,0.163440
210,11306,726000000,2.564761,-8.024735,0.191091
211,11306,827000000,2.663119,-8.006390,0.214682
212,11306,927000000,2.761427,-7.987329,0.253716
213,11307,26000000,2.843289,-7.970966,0.324122
214,11307,126000000,2.913743,-7.947741,0.369534
215,11307,226000000,3.004307,-7.915753,0.422326
216,11307,327000000,3.088513,-7.877351,0.461428
217,11307,426000000,3.178264,-7.835244,0.510448
218,11307,526000000,3.265817,-7.787208,0.553577
219,11307,627000000,3.354897,-7.750677,0.602272
220,11307,727000000,3.416377,-7.708418,0.644066
221,11307,826000000,3.495763,-7.653380,0.708411
222,11307,926000000,3.537981,-7.616603,0.753781
223,11308,26000000,3.609673,-7.553619,0.811781
224,11308,126000000,3.665187,-7.495343,0.854441
225,11308,226000000,3.721523,-7.429389,0.862801
226,11308,326000000,3.783948,-7.367178,0.889662
227,11308,427000000,3.847621,-7.290368,0.924213
228,11308,527000000,3.916620,-7.204211,0.980487
229,11308,627000000,3.973907,-7.120318,1.018079
230,11308,727000000,4.015403,-7.036516,1.062902
231,11308,826000000,4.067283,-6.948702,1.121418
232,11308,926000000,4.112775,-6.857534,1.175237
233,11309,26000000,4.151819,-6.763638,1.201604
234,11309,126000000,4.187288,-6.668557,1.212203
235,11309,226000000,4.217618,-6.581752,1.243320
236,11309,327000000,4.250551,-6.486157,1.273414
237,11309,426000000,4.280407,-6.389741,1.295356
238,11309,526000000,4.307571,-6.292703,1.312596
239,11309,626000000,4.330802,-6.187260,1.345724
240,11309,727000000,4.353671,-6.089367,1.370052
241,11309,826000000,4.374437,-5.991093,1.395639
242,11309,926000000,4.403774,-5.884191,1.412001
243,11310,26000000,4.420128,-5.785237,1.432410
244,11310,127000000,4.434769,-5.686054,1.460943
245,11310,226000000,4.432965,-5.578889,1.496378
246,11310,326000000,4.440939,-5.479009,1.526312
247,11310,426000000,4.445108,-5.378942,1.541930
248,11310,526000000,4.443007,-5.265041,1.553943
249,11310,626000000,4.444874,-5.164969,1.566888
250,11310,726000000,4.448023,-5.064822,1.612286
251,11310,826000000,4.441332,-4.992083,1.666905
252,11310,926000000,4.434874,-4.896260,1.718174
253,11311,26000000,4.426471,-4.825240,1.778957
254,11311,126000000,4.419913,-4.764227,1.841255
255,11311,226000000,4.403454,-4.699249,1.895295
256,11311,326000000,4.384523,-4.635577,1.959378
257,11311,426000000,4.352141,-4.571506,2.026905
258,11311,526000000,4.325741,-4.510317,2.098975
259,11311,626000000,4.294171,-4.451249,2.159739
260,11311,726000000,4.254972,-4.392856,2.227141
261,11311,826000000,4.198792,-4.317317,2.264744
262,11311,927000000,4.135851,-4.241082,2.288910
263,11312,26000000,4.072301,-4.161391,2.364609
264,11312,126000000,4.016760,-4.100959,2.445893
265,11312,226000000,3.942304,-4.034346,2.506141
266,11312,326000000,3.882125,-3.988639,2.559257
267,11312,427000000,3.800005,-3.934135,2.584767
268,11312,527000000,3.721648,-3.870261,2.586679
269,11312,626000000,3.636204,-3.814217,2.634321
270,11312,726000000,3.570218,-3.775147,2.691650
271,11312,826000000,3.482212,-3.730570,2.733842
272,11312,926000000,3.394463,-3.668131,2.753174
273,11313,26000000,3.300880,-3.628950,2.784726
274,11313,126000000,3.196847,-3.588545,2.819614
275,11313,227000000,3.095958,-3.559624,2.882488
276,11313,326000000,2.997368,-3.532507,2.926390
277,11313,426000000,2.897471,-3.511675,2.939414
278,11313,527000000,2.806635,-3.494363,2.938415
279,11313,626000000,2.707110,-3.474340,2.942793
280,11313,726000000,2.607838,-3.454330,2.954591
281,11313,826000000,2.508615,-3.435221,2.968270
282,11313,927000000,2.400669,-3.422441,2.985160
283,11314,26000000,2.301083,-3.407774,2.983748
284,11314,126000000,2.201597,-3.393375,2.970730
285,11314,227000000,2.100952,-3.392986,2.949955
286,11314,326000000,2.001380,-3.379346,2.873507
287,11314,426000000,1.933753,-3.363409,2.803147
288,11314,526000000,1.846706,-3.319220,2.719029
289,11314,626000000,1.782021,-3.292949,2.645208
290,11314,727000000,1.715844,-3.260130,2.580782
291,11314,827000000,1.640762,-3.229674,2.561275
292,11314,927000000,1.560557,-3.177251,2.541487
293,11315,26000000,1.477244,-3.123629,2.483012
294,11315,126000000,1.378473,-3.078112,2.430301
295,11315,227000000,1.319884,-3.028986,2.376008
296,11315,326000000,1.246554,-2.964108,2.309524
297,11315,427000000,1.197839,-2.904815,2.251073
298,11315,526000000,1.134422,-2.831749,2.191632
299,11315,627000000,1.070971,-2.744058,2.147095
300,11315,727000000,1.015545,-2.659807,2.116040
301,11315,827000000,0.963470,-2.574755,2.099186
302,11315,926000000,0.911462,-2.487071,2.071712
303,11316,27000000,0.862355,-2.397662,2.046136
304,11316,126000000,0.814854,-2.307451,2.016322
305,11316,226000000,0.769178,-2.220624,2.004595
306,11316,326000000,0.725797,-2.128764,1.979536
307,11316,427000000,0.685283,-2.035841,1.956947
308,11316,526000000,0.646435,-1.942415,1.931010
309,11316,626000000,0.629117,-1.837221,1.887826
310,11316,726000000,0.598151,-1.741277,1.870315
311,11316,827000000,0.569320,-1.644836,1.866101
312,11316,926000000,0.556773,-1.546771,1.854049
313,11317,27000000,0.528364,-1.450482,1.842889
314,11317,126000000,0.501975,-1.353728,1.838844
315,11317,227000000,0.485897,-1.254389,1.837967
316,11317,326000000,0.458725,-1.157997,1.827795
317,11317,427000000,0.432965,-1.061272,1.815859
318,11317,526000000,0.421686,-0.947549,1.787815
319,11317,627000000,0.399830,-0.849927,1.770912
320,11317,727000000,0.379246,-0.752041,1.753302
321,11317,827000000,0.383227,-0.641178,1.735086
322,11317,926000000,0.367810,-0.542391,1.736132
323,11318,27000000,0.350891,-0.443864,1.727444
324,11318,127000000,0.331390,-0.345319,1.720067
325,11318,227000000,0.314246,-0.246766,1.688099
326,11318,327000000,0.300423,-0.147655,1.643950
327,11318,427000000,0.296998,-0.045999,1.582010
328,11318,526000000,0.293248,0.028133,1.514611
329,11318,626000000,0.295290,0.098071,1.452475
330,11318,726000000,0.320063,0.203966,1.359099
331,11318,827000000,0.331206,0.273767,1.264093
332,11318,927000000,0.351419,0.339022,1.204740
333,11319,27000000,0.374618,0.396912,1.143344
334,11319,127000000,0.400638,0.458483,1.080793
335,11319,226000000,0.443690,0.541066,1.042611
336,11319,326000000,0.512429,0.615666,0.988063
337,11319,426000000,0.565047,0.701350,0.918072
338,11319,526000000,0.611435,0.760960,0.878747
339,11319,627000000,0.671693,0.836238,0.842147
340,11319,727000000,0.738648,0.911421,0.813942
341,11319,827000000,0.807450,0.986623,0.775132
342,11319,926000000,0.891888,1.057913,0.744438
343,11320,27000000,0.966342,1.128711,0.704906
344,11320,126000000,1.044642,1.195061,0.681414
345,11320,226000000,1.123344,1.260705,0.647569
346,11320,327000000,1.217769,1.323613,0.615152
347,11320,427000000,1.300058,1.383866,0.576625
348,11320,527000000,1.385271,1.439332,0.550698
349,11320,626000000,1.470832,1.493891,0.513101
350,11320,727000000,1.554512,1.545446,0.484849
351,11320,826000000,1.642977,1.594377,0.440506
352,11320,927000000,1.734014,1.637845,0.404986
353,11321,27000000,1.826036,1.678949,0.362436
354,11321,127000000,1.922333,1.722861,0.341644
355,11321,227000000,2.016799,1.757213,0.310613
356,11321,327000000,2.112474,1.787657,0.288588
357,11321,427000000,2.213664,1.804849,0.257663
358,11321,526000000,2.310874,1.829258,0.252121
359,11321,626000000,2.408313,1.852489,0.261103
360,11321,727000000,2.501683,1.874989,0.285399
361,11321,826000000,2.597897,1.902404,0.296508
362,11321,927000000,2.694185,1.929616,0.322908
363,11322,27000000,2.793773,1.939946,0.367199
364,11322,127000000,2.887952,1.973923,0.415981
365,11322,227000000,2.980348,2.011807,0.481565
366,11322,326000000,3.047860,2.024516,0.516792
367,11322,426000000,3.132525,2.067610,0.580950
368,11322,527000000,3.196248,2.107856,0.628998
369,11322,626000000,3.275645,2.163027,0.708781
370,11322,727000000,3.331595,2.209904,0.760302
371,11322,827000000,3.402498,2.273224,0.817759
372,11322,927000000,3.458988,2.325196,0.851000
373,11323,26000000,3.524105,2.395246,0.900890
374,11323,127000000,3.586472,2.471566,0.945843
375,11323,226000000,3.639636,2.548231,0.998272
376,11323,327000000,3.699771,2.641251,1.031316
377,11323,427000000,3.753236,2.728231,1.067611
378,11323,527000000,3.802097,2.817983,1.086009
379,11323,626000000,3.851884,2.906361,1.115384
380,11323,726000000,3.896419,2.998106,1.131759
381,11323,827000000,3.940613,3.089814,1.161011
382,11323,927000000,3.980748,3.183097,1.175815
383,11324,26000000,4.022284,3.278934,1.200182
384,11324,126000000,4.058591,3.373307,1.212891
385,11324,226000000,4.094805,3.467534,1.237461
386,11324,327000000,4.132144,3.559461,1.250423
387,11324,427000000,4.165117,3.654558,1.279546
388,11324,527000000,4.193955,3.750834,1.295839
389,11324,626000000,4.200056,3.851989,1.338917
390,11324,727000000,4.224936,3.949264,1.379100
391,11324,826000000,4.244780,4.047604,1.414212
392,11324,926000000,4.248078,4.153243,1.440691
393,11325,26000000,4.261686,4.252531,1.469982
394,11325,127000000,4.272409,4.352134,1.493126
395,11325,227000000,4.275310,4.457561,1.559182
396,11325,326000000,4.278604,4.531701,1.631575
397,11325,426000000,4.275992,4.627872,1.696084
398,11325,526000000,4.257812,4.703812,1.754263
399,11325,626000000,4.241724,4.797332,1.793738
400,11325,727000000,4.221861,4.892862,1.849576
401,11325,826000000,4.188990,4.989557,1.897300
402,11325,926000000,4.165786,5.060018,1.949071
403,11326,26000000,4.131344,5.150269,1.988181
404,11326,126000000,4.068667,5.244632,2.057445
405,11326,226000000,4.023418,5.334030,2.106467
406,11326,327000000,3.974599,5.422571,2.175326
407,11326,426000000,3.925442,5.479847,2.243000
408,11326,526000000,3.866167,5.556910,2.285691
409,11326,627000000,3.801825,5.632259,2.326595
410,11326,727000000,3.733745,5.713137,2.344585
411,11326,826000000,3.664151,5.786195,2.386430
412,11326,927000000,3.584610,5.863648,2.432594
413,11327,26000000,3.510035,5.932843,2.508230
414,11327,127000000,3.454442,5.985682,2.560255
415,11327,226000000,3.374072,6.040478,2.604371
416,11327,326000000,3.289365,6.091637,2.645195
417,11327,426000000,3.201738,6.139850,2.678645
418,11327,527000000,3.104494,6.186518,2.713379
419,11327,626000000,3.012837,6.228796,2.739819
420,11327,726000000,2.919842,6.268344,2.766460
421,11327,826000000,2.826044,6.306009,2.792234
422,11327,926000000,2.720604,6.333863,2.822217
423,11328,26000000,2.624963,6.366130,2.847251
424,11328,126000000,2.527864,6.394859,2.870192
425,11328,226000000,2.430916,6.422237,2.891459
426,11328,326000000,2.325450,6.430380,2.925781
427,11328,426000000,2.227446,6.452098,2.943771
428,11328,526000000,2.129054,6.471434,2.955602
429,11328,627000000,2.031003,6.504582,2.956342
430,11328,727000000,1.932738,6.523977,2.979534
431,11328,826000000,1.834082,6.542322,3.013110
432,11328,926000000,1.738945,6.558425,3.047163
433,11329,26000000,1.639266,6.568427,3.069589
434,11329,126000000,1.539392,6.575480,3.085431
435,11329,226000000,1.430924,6.586113,3.096202
436,11329,326000000,1.330993,6.591301,3.115704
437,11329,427000000,1.230991,6.594126,3.133954
438,11329,527000000,1.126969,6.602217,-3.139503
439,11329,626000000,1.026960,6.601821,-3.130590
440,11329,727000000,0.926965,6.600780,-3.121488
441,11329,826000000,0.836663,6.601171,-3.116069
442,11329,926000000,0.736710,6.598675,-3.108836
443,11330,26000000,0.636782,6.595416,-3.101418
444,11330,126000000,0.550809,6.597888,-3.095174
445,11330,227000000,0.440917,6.592811,-3.088644
446,11330,327000000,0.341080,6.587656,-3.082260
447,11330,426000000,0.237035,6.562110,-3.066731
448,11330,526000000,0.137405,6.553819,-3.071215
449,11330,627000000,0.037746,6.545857,-3.081908
450,11330,726000000,-0.066679,6.536502,-3.086180
451,11330,827000000,-0.166507,6.531175,-3.084708
452,11330,926000000,-0.266346,6.526007,-3.079201
453,11331,26000000,-0.362527,6.526166,-3.077191
454,11331,126000000,-0.462340,6.520392,-3.067948
455,11331,226000000,-0.562080,6.513461,-3.058138
456,11331,326000000,-0.681497,6.505443,-3.048251
457,11331,426000000,-0.781041,6.496090,-3.043300
458,11331,527000000,-0.880545,6.486310,-3.039250
459,11331,626000000,-0.985456,6.484832,-3.039970
460,11331,726000000,-1.084976,6.475168,-3.031914
461,11331,827000000,-1.184410,6.464622,-3.021721
462,11331,926000000,-1.286642,6.441339,-3.005372
463,11332,27000000,-1.385627,6.427183,-3.005813
464,11332,126000000,-1.484621,6.413085,-3.010905
465,11332,226000000,-1.584734,6.400468,-3.011510
466,11332,326000000,-1.683914,6.387768,-3.008571
467,11332,426000000,-1.783053,6.374751,-3.003745
468,11332,526000000,-1.883788,6.377901,-3.006233
469,11332,627000000,-1.983002,6.365339,-2.992244
470,11332,726000000,-2.082098,6.351747,-2.971135
471,11332,826000000,-2.168078,6.342734,-2.957466
472,11332,926000000,-2.266515,6.325018,-2.942911
473,11333,26000000,-2.364591,6.305417,-2.931409
474,11333,126000000,-2.447630,6.278153,-2.909637
475,11333,226000000,-2.544892,6.254843,-2.902474
476,11333,326000000,-2.642213,6.231759,-2.890232
477,11333,426000000,-2.726826,6.213804,-2.874779
478,11333,526000000,-2.823849,6.189280,-2.845536
479,11333,626000000,-2.919781,6.160850,-2.820234
480,11333,726000000,-3.000768,6.116573,-2.777053
481,11333,826000000,-3.095691,6.084211,-2.717074
482,11333,926000000,-3.187238,6.043573,-2.678279
483,11334,26000000,-3.283864,6.027580,-2.654218
484,11334,126000000,-3.382502,5.978139,-2.592044
485,11334,226000000,-3.469884,5.928536,-2.520422
486,11334,326000000,-3.522791,5.879500,-2.442785
487,11334,426000000,-3.576518,5.835010,-2.385324
488,11334,526000000,-3.644422,5.770266,-2.360064
489,11334,626000000,-3.720628,5.693021,-2.317158
490,11334,726000000,-3.788197,5.620921,-2.277050
491,11334,827000000,-3.854772,5.546155,-2.223993
492,11334,926000000,-3.901172,5.486363,-2.157925
493,11335,26000000,-3.940728,5.427849,-2.109726
494,11335,126000000,-3.989330,5.346523,-2.085095
495,11335,226000000,-4.024907,5.253372,-2.040571
496,11335,326000000,-4.069485,5.164174,-2.020824
497,11335,426000000,-4.113938,5.073666,-1.995192
498,11335,526000000,-4.155391,4.981114,-1.978275
499,11335,626000000,-4.196819,4.888226,-1.948270
500,11335,726000000,-4.230399,4.789084,-1.935139
501,11335,826000000,-4.267633,4.694450,-1.907557
502,11335,926000000,-4.301082,4.598581,-1.890598
503,11336,26000000,-4.333691,4.502586,-1.867439
504,11336,127000000,-4.350494,4.404708,-1.829969
505,11336,226000000,-4.375610,4.306854,-1.819617
506,11336,326000000,-4.400232,4.209051,-1.810954
507,11336,426000000,-4.415291,4.109366,-1.804050
508,11336,527000000,-4.438914,4.011609,-1.791159
509,11336,626000000,-4.460706,3.913549,-1.783313
510,11336,727000000,-4.487311,3.828242,-1.769925
511,11336,826000000,-4.507246,3.730084,-1.753313
512,11336,927000000,-4.526452,3.631761,-1.729281
513,11337,26000000,-4.540877,3.539121,-1.716850
514,11337,126000000,-4.556272,3.440101,-1.698487
515,11337,226000000,-4.568990,3.340772,-1.687461
516,11337,327000000,-4.604038,3.248007,-1.688743
517,11337,426000000,-4.617225,3.148779,-1.661265
518,11337,527000000,-4.627675,3.049228,-1.630084
519,11337,626000000,-4.636461,2.946107,-1.613699
520,11337,727000000,-4.640706,2.846160,-1.601939
521,11337,826000000,-4.643674,2.736136,-1.595676
522,11337,926000000,-4.634492,2.627577,-1.581131
523,11338,27000000,-4.634382,2.527575,-1.587283
524,11338,127000000,-4.635782,2.427603,-1.587163
525,11338,227000000,-4.652000,2.319523,-1.593229
526,11338,327000000,-4.655338,2.219589,-1.577830
527,11338,426000000,-4.656356,2.119616,-1.567697
528,11338,527000000,-4.658743,2.018701,-1.565610
529,11338,626000000,-4.658239,1.918727,-1.560200
530,11338,726000000,-4.657006,1.818759,-1.557466
531,11338,826000000,-4.636586,1.712279,-1.545797
532,11338,927000000,-4.632487,1.612363,-1.562658
533,11339,26000000,-4.632487,1.612363,-1.562658
534,11339,126000000,-4.636031,1.508202,-1.577073
535,11339,227000000,-4.636614,1.408229,-1.581272
536,11339,327000000,-4.638204,1.308264,-1.577646
537,11339,426000000,-4.640084,1.211634,-1.577776
538,11339,526000000,-4.640893,1.111661,-1.576592
539,11339,626000000,-4.641630,1.011685,-1.574666
540,11339,727000000,-4.638355,0.933983,-1.571161
541,11339,826000000,-4.638255,0.834002,-1.572339
542,11339,926000000,-4.638105,0.734020,-1.576142
543,11340,26000000,-4.644008,0.641637,-1.585759
544,11340,127000000,-4.645437,0.541663,-1.588244
545,11340,226000000,-4.647528,0.441699,-1.586142
546,11340,326000000,-4.647352,0.336490,-1.577276
547,11340,427000000,-4.648174,0.236506,-1.573026
548,11340,526000000,-4.648165,0.136518,-1.573837
549,11340,627000000,-4.651480,0.036367,-1.583251
550,11340,726000000,-4.652475,-0.063618,-1.587463
551,11340,826000000,-4.654335,-0.163591,-1.587057
552,11340,926000000,-4.656999,-0.272353,-1.583709
553,11341,26000000,-4.658507,-0.372333,-1.579653
