frame_index,stamp_sec,stamp_nsec,base_link_x,base_link_y,base_link_yaw,base_link_op_x,base_link_op_y,base_link_op_yaw
1580,11443,727000000,-1.872116,5.481961,-2.901077,-3.984632,-6.974134,-0.808541
1581,11443,827000000,-1.969279,5.458256,-2.901076,-3.908235,-7.040234,-0.757743
1582,11443,927000000,-2.066431,5.434519,-2.901071,-3.831573,-7.107211,-0.721805
1583,11444,27000000,-2.170192,5.404578,-2.899855,-3.752633,-7.171965,-0.677643
1584,11444,128000000,-2.267300,5.380683,-2.899852,-3.670245,-7.232435,-0.619972
1585,11444,227000000,-2.364403,5.356775,-2.899861,-3.588874,-7.269819,-0.569781
1586,11444,327000000,-2.461503,5.332859,-2.899861,-3.505047,-7.320033,-0.538003
1587,11444,427000000,-2.562467,5.299685,-2.898526,-3.418465,-7.368762,-0.523452
1588,11444,527000000,-2.659433,5.275243,-2.871913,-3.330437,-7.416864,-0.496809
1589,11444,627000000,-2.747361,5.235663,-2.735489,-3.236966,-7.455839,-0.475921
1590,11444,727000000,-2.834697,5.186440,-2.547544,-3.146072,-7.500174,-0.450237
1591,11444,828000000,-2.910531,5.119781,-2.410170,-3.054062,-7.542376,-0.436257
1592,11444,927000000,-2.974034,5.052548,-2.408519,-2.961517,-7.583304,-0.410424
1593,11445,28000000,-3.046675,4.982763,-2.408555,-2.860228,-7.630080,-0.393431
1594,11445,127000000,-3.119790,4.913779,-2.408556,-2.766229,-7.666998,-0.367838
1595,11445,227000000,-3.185594,4.850415,-2.407901,-2.671368,-7.701306,-0.349106
1596,11445,327000000,-3.259251,4.782382,-2.407876,-2.576026,-7.733856,-0.324125
1597,11445,427000000,-3.333086,4.714654,-2.407939,-2.478909,-7.775287,-0.315880
1598,11445,527000000,-3.412667,4.649219,-2.413585,-2.382810,-7.804776,-0.290895
1599,11445,627000000,-3.487103,4.582293,-2.413570,-2.286016,-7.831577,-0.270677
1600,11445,727000000,-3.533005,4.502023,-2.404719,-2.186756,-7.839205,-0.239559
1601,11445,828000000,-3.606957,4.434634,-2.404695,-2.088987,-7.861540,-0.234217
1602,11445,927000000,-3.681018,4.367389,-2.415431,-1.991318,-7.883980,-0.229972
1603,11446,27000000,-3.758758,4.304516,-2.529722,-1.891519,-7.916080,-0.228563
1604,11446,128000000,-3.830864,4.238636,-2.561156,-1.783935,-7.939830,-0.209254
1605,11446,227000000,-3.915352,4.184897,-2.561118,-1.685784,-7.959397,-0.197301
1606,11446,327000000,-3.999601,4.130854,-2.561122,-1.585056,-7.975374,-0.180321
1607,11446,427000000,-4.083674,4.076588,-2.561124,-1.486453,-7.992266,-0.173803
1608,11446,528000000,-4.163646,4.011334,-2.535431,-1.387760,-8.008504,-0.162343
1609,11446,628000000,-4.242851,3.950324,-2.411317,-1.285223,-8.036989,-0.162792
1610,11446,727000000,-4.310546,3.876470,-2.238679,-1.186346,-8.051905,-0.143208
1611,11446,827000000,-4.362940,3.790420,-2.058654,-1.087153,-8.064561,-0.122462
1612,11446,928000000,-4.398701,3.697892,-1.885471,-0.987061,-8.092267,-0.123207
1613,11447,27000000,-4.416198,3.597330,-1.731344,-0.887650,-8.103032,-0.102166
1614,11447,127000000,-4.426507,3.495818,-1.732252,-0.788039,-8.111807,-0.090024
1615,11447,227000000,-4.462840,3.395415,-1.747428,-0.687387,-8.126431,-0.083967
1616,11447,328000000,-4.477287,3.295418,-1.730573,-0.587666,-8.133778,-0.075778
1617,11447,427000000,-4.484420,3.194294,-1.604114,-0.488060,-8.140010,-0.066498
1618,11447,527000000,-4.476776,3.093298,-1.491375,-0.401485,-8.151784,-0.067483
1619,11447,628000000,-4.472618,3.005464,-1.497907,-0.301596,-8.157812,-0.056449
1620,11447,728000000,-4.451499,2.907922,-1.492485,-0.201681,-8.162765,-0.049996
1621,11447,827000000,-4.441925,2.807987,-1.492483,-0.096058,-8.152163,-0.035870
1622,11447,928000000,-4.427626,2.703204,-1.496714,0.003897,-8.155130,-0.034646
1623,11448,27000000,-4.419274,2.603339,-1.496716,0.103821,-8.158729,-0.042087
1624,11448,128000000,-4.411192,2.503511,-1.496715,0.209725,-8.147536,-0.035071
1625,11448,228000000,-4.405979,2.415956,-1.497550,0.309641,-8.151103,-0.037734
1626,11448,327000000,-4.398320,2.316171,-1.497565,0.409538,-8.155133,-0.042785
1627,11448,427000000,-4.390028,2.206427,-1.497566,0.516903,-8.146579,-0.037662
1628,11448,528000000,-4.380104,2.119290,-1.500710,0.616817,-8.150142,-0.035691
1629,11448,627000000,-4.372987,2.019517,-1.500707,0.716729,-8.153790,-0.034642
1630,11448,727000000,-4.365906,1.919749,-1.500710,0.816194,-8.148296,-0.032053
1631,11448,827000000,-4.349950,1.818755,-1.495979,0.916135,-8.151124,-0.024545
1632,11448,928000000,-4.342441,1.719028,-1.495974,1.016102,-8.152956,-0.016683
1633,11449,27000000,-4.334944,1.619304,-1.495998,1.012440,-8.147383,-0.012090
1634,11449,127000000,-4.327455,1.519581,-1.495997,1.212413,-8.147548,0.003571
1635,11449,227000000,-4.319062,1.420650,-1.495619,1.312400,-8.146772,0.007960
1636,11449,327000000,-4.311545,1.320932,-1.495619,1.419088,-8.143547,0.014875
1637,11449,427000000,-4.302314,1.229087,-1.492182,1.519059,-8.141445,0.023419
1638,11449,527000000,-4.294457,1.129395,-1.492182,1.619002,-8.138228,0.032810
1639,11449,628000000,-4.286602,1.029704,-1.492185,1.706064,-8.136878,0.039159
1640,11449,728000000,-4.277690,0.926396,-1.419175,1.805942,-8.131922,0.051105
1641,11449,827000000,-4.254712,0.828999,-1.309912,1.905756,-8.125769,0.065217
1642,11449,927000000,-4.226755,0.732772,-1.309951,1.998199,-8.111707,0.085665
1643,11450,27000000,-4.208731,0.642190,-1.315554,2.097753,-8.102155,0.094595
1644,11450,128000000,-4.182353,0.545625,-1.315577,2.197224,-8.091783,0.100758
1645,11450,227000000,-4.156294,0.449004,-1.315610,2.299560,-8.081610,0.113027
1646,11450,328000000,-4.141533,0.356531,-1.322026,2.398757,-8.068859,0.130562
1647,11450,427000000,-4.116491,0.259678,-1.322025,2.497725,-8.054404,0.153148
1648,11450,527000000,-4.091570,0.162805,-1.322000,2.598751,-8.032317,0.181243
1649,11450,628000000,-4.070903,0.070883,-1.323202,2.696800,-8.012445,0.206474
1650,11450,727000000,-4.046246,-0.026044,-1.323201,2.794189,-7.989479,0.232703
1651,11450,828000000,-4.021632,-0.122978,-1.323201,2.883750,-7.967057,0.259014
1652,11450,927000000,-4.005151,-0.222798,-1.330907,2.979493,-7.937891,0.320516
1653,11451,28000000,-3.981340,-0.319927,-1.330909,3.047657,-7.909516,0.376532
1654,11451,127000000,-3.957544,-0.417058,-1.330901,3.130027,-7.876389,0.422565
1655,11451,228000000,-3.940847,-0.523624,-1.336838,3.217210,-7.831851,0.477543
1656,11451,328000000,-3.917647,-0.620897,-1.336836,3.303331,-7.782744,0.523552
1657,11451,428000000,-3.894453,-0.718171,-1.336847,3.391512,-7.733434,0.574164
1658,11451,527000000,-3.900964,-0.734802,-1.343689,3.391512,-7.733434,0.574164
1659,11451,627000000,-3.878441,-0.832233,-1.343693,3.473609,-7.675595,0.616643
1660,11451,728000000,-3.855920,-0.929665,-1.343692,3.556746,-7.629306,0.665013
1661,11451,827000000,-3.833401,-1.027097,-1.343694,3.633390,-7.563764,0.713663
1662,11451,927000000,-3.799796,-1.113693,-1.337612,3.706027,-7.493710,0.774584
1663,11452,28000000,-3.776688,-1.210987,-1.337640,3.763715,-7.421755,0.832928
1664,11452,128000000,-3.742758,-1.308715,-1.334092,3.809446,-7.362656,0.884229
1665,11452,227000000,-3.719307,-1.405926,-1.334095,3.867874,-7.285818,0.925198
1666,11452,327000000,-3.695857,-1.503138,-1.334095,3.917532,-7.196706,0.971853
1667,11452,428000000,-3.670990,-1.592570,-1.352013,3.970940,-7.112808,1.004189
1668,11452,527000000,-3.655355,-1.691292,-1.483229,4.021384,-7.026278,1.038176
1669,11452,627000000,-3.649387,-1.791282,-1.489400,4.070170,-6.938363,1.063759
1670,11452,728000000,-3.633340,-1.886605,-1.485390,4.122032,-6.849906,1.095488
1671,11452,828000000,-3.625974,-1.986417,-1.485391,4.164166,-6.758252,1.145843
1672,11452,928000000,-3.618281,-2.086180,-1.485391,4.202541,-6.664940,1.188150
1673,11453,28000000,-3.604421,-2.181584,-1.487445,4.236402,-6.569909,1.227197
1674,11453,127000000,-3.596525,-2.281302,-1.487445,4.270465,-6.471702,1.250490
1675,11453,228000000,-3.588506,-2.381002,-1.487448,4.299239,-6.375179,1.275722
1676,11453,328000000,-3.574708,-2.469116,-1.481567,4.326324,-6.278277,1.298668
1677,11453,428000000,-3.565950,-2.568743,-1.481564,4.338367,-6.169867,1.332415
1678,11453,527000000,-3.557146,-2.668363,-1.481564,4.359704,-6.071701,1.360812
1679,11453,628000000,-3.536600,-2.771051,-1.470741,4.377869,-5.972958,1.384274
1680,11453,727000000,-3.526663,-2.870560,-1.470738,4.380443,-5.862430,1.408070
1681,11453,828000000,-3.516709,-2.970066,-1.470738,4.394743,-5.763188,1.424613
1682,11453,928000000,-3.510728,-3.052719,-1.470920,4.407792,-5.663828,1.438534
1683,11454,27000000,-3.500773,-3.152224,-1.470917,4.410993,-5.560883,1.453209
1684,11454,128000000,-3.490812,-3.251728,-1.470916,4.421581,-5.461313,1.468224
1685,11454,228000000,-3.485480,-3.352948,-1.476097,4.429905,-5.361551,1.488750
1686,11454,327000000,-3.476028,-3.452500,-1.476055,4.427789,-5.254602,1.510208
1687,11454,428000000,-3.466573,-3.552053,-1.476090,4.431702,-5.154596,1.534181
1688,11454,527000000,-3.451736,-3.640984,-1.473768,4.433525,-5.054540,1.560214
1689,11454,628000000,-3.442050,-3.740514,-1.473816,4.422307,-4.949958,1.608446
1690,11454,728000000,-3.432367,-3.840044,-1.473804,4.415260,-4.876113,1.652510
1691,11454,828000000,-3.430510,-3.938072,-1.477715,4.404550,-4.780946,1.697502
1692,11454,928000000,-3.421215,-4.037640,-1.477716,4.382865,-4.690995,1.792151
1693,11455,28000000,-3.411921,-4.137207,-1.477714,4.359990,-4.621231,1.868464
1694,11455,127000000,-3.402626,-4.236774,-1.477714,4.327891,-4.531277,1.932968
1695,11455,227000000,-3.394082,-4.349119,-1.474380,4.298429,-4.460238,2.006141
1696,11455,327000000,-3.384454,-4.448654,-1.474344,4.267313,-4.407706,2.073495
1697,11455,427000000,-3.374823,-4.548189,-1.474344,4.230097,-4.350832,2.132703
1698,11455,527000000,-3.370421,-4.632178,-1.475630,4.188721,-4.291285,2.200316
1699,11455,627000000,-3.360918,-4.731725,-1.475628,4.145489,-4.240057,2.250321
1700,11455,728000000,-3.365002,-4.838940,-1.485837,4.079812,-4.163895,2.304523
1701,11455,827000000,-3.356516,-4.938579,-1.485825,4.020099,-4.107594,2.350098
1702,11455,928000000,-3.348030,-5.038218,-1.485850,3.949996,-4.041388,2.405279
1703,11456,27000000,-3.339546,-5.137858,-1.485846,3.892423,-3.995775,2.453571
1704,11456,127000000,-3.335645,-5.229428,-1.486321,3.827024,-3.940449,2.495033
1705,11456,228000000,-3.327208,-5.329071,-1.486321,3.765147,-3.899542,2.541023
1706,11456,328000000,-3.313438,-5.427270,-1.483333,3.682599,-3.846825,2.594455
1707,11456,428000000,-3.304703,-5.526888,-1.483333,3.617935,-3.805382,2.639850
1708,11456,528000000,-3.295971,-5.626506,-1.483380,3.530918,-3.760407,2.661449
1709,11456,628000000,-3.271994,-5.718847,-1.472342,3.440889,-3.715680,2.685435
1710,11456,728000000,-3.262165,-5.818363,-1.472342,3.347871,-3.673846,2.737489
1711,11456,827000000,-3.252336,-5.917879,-1.472343,3.273018,-3.639956,2.782875
1712,11456,927000000,-3.242506,-6.017395,-1.472341,3.179684,-3.607493,2.802737
1713,11457,27000000,-3.216361,-6.114686,-1.462665,3.084249,-3.575645,2.820129
1714,11457,128000000,-3.205569,-6.214102,-1.462664,2.987153,-3.545703,2.841629
1715,11457,227000000,-3.194367,-6.313470,-1.434379,2.873152,-3.526585,2.877228
1716,11457,327000000,-3.196038,-6.404704,-1.310073,2.773789,-3.502499,2.914253
1717,11457,427000000,-3.160239,-6.498361,-1.127594,2.673613,-3.482201,2.936761
1718,11457,528000000,-3.110342,-6.584955,-0.989527,2.573448,-3.462756,2.941890
1719,11457,627000000,-3.051040,-6.666785,-0.989480,2.476931,-3.465192,2.959369
1720,11457,727000000,-2.991355,-6.748007,-0.921250,2.376899,-3.447753,2.967736
1721,11457,828000000,-2.922746,-6.819831,-0.788259,2.276970,-3.431175,2.967662
1722,11457,928000000,-2.843858,-6.883270,-0.637355,2.164056,-3.421800,2.957228
1723,11458,28000000,-2.755113,-6.932882,-0.468747,2.065066,-3.402545,2.942742
1724,11458,128000000,-2.650732,-6.946924,-0.271408,1.966579,-3.381720,2.916285
1725,11458,228000000,-2.546328,-6.954997,-0.058190,1.871858,-3.361835,2.845464
1726,11458,328000000,-2.447907,-6.936617,0.047506,1.798262,-3.333709,2.762420
1727,11458,428000000,-2.346179,-6.926646,0.047505,1.734098,-3.301667,2.694160
1728,11458,527000000,-2.244869,-6.917938,0.047505,1.659998,-3.256440,2.638975
1729,11458,628000000,-2.140238,-6.930420,0.041036,1.581873,-3.209795,2.596470
1730,11458,728000000,-2.039516,-6.924200,0.041040,1.503077,-3.156249,2.546565
1731,11458,828000000,-1.931080,-6.912744,0.041782,1.413692,-3.099559,2.496626
1732,11458,927000000,-1.830742,-6.907490,0.041784,1.337584,-3.034841,2.412877
1733,11459,28000000,-1.721972,-6.894290,0.046648,1.286663,-2.980148,2.353465
1734,11459,128000000,-1.612763,-6.884576,0.049648,1.214940,-2.900933,2.322796
1735,11459,228000000,-1.512733,-6.879241,0.049647,1.149422,-2.826402,2.291060
1736,11459,328000000,-1.412748,-6.874021,0.049653,1.086765,-2.747856,2.227289
1737,11459,427000000,-1.312795,-6.868881,0.049642,1.045602,-2.685323,2.180681
1738,11459,528000000,-1.214527,-6.854270,0.052494,0.999661,-2.606294,2.160470
1739,11459,627000000,-1.114628,-6.848942,0.052496,0.946496,-2.522475,2.135282
1740,11459,727000000,-1.014740,-6.843641,0.052492,0.895244,-2.436108,2.111487
1741,11459,827000000,-0.900061,-6.842013,0.050680,0.845479,-2.348153,2.080416
1742,11459,928000000,-0.800177,-6.836924,0.050684,0.801636,-2.271619,2.062882
1743,11460,28000000,-0.700810,-6.824536,0.053292,0.756010,-2.181004,2.031878
1744,11460,127000000,-0.600947,-6.819201,0.053291,0.713908,-2.088728,1.984846
1745,11460,228000000,-0.501086,-6.813869,0.053291,0.676379,-1.994565,1.952795
1746,11460,327000000,-0.401226,-6.808539,0.053292,0.647462,-1.888781,1.929870
1747,11460,428000000,-0.297041,-6.794194,0.056506,0.613892,-1.793470,1.918769
1748,11460,528000000,-0.197200,-6.788545,0.056509,0.580958,-1.698126,1.906500
1749,11460,628000000,-0.106559,-6.781935,0.056467,0.564851,-1.589845,1.897589
1750,11460,728000000,-0.006718,-6.776292,0.056420,0.533893,-1.494152,1.880128
1751,11460,828000000,0.093123,-6.770652,0.056429,0.504753,-1.398005,1.870351
1752,11460,927000000,0.192963,-6.765011,0.056433,0.496438,-1.285136,1.842084
1753,11461,28000000,0.291444,-6.770705,0.050563,0.470861,-1.188175,1.831935
1754,11461,128000000,0.391316,-6.765649,0.050566,0.445945,-1.091115,1.823644
1755,11461,228000000,0.492186,-6.758995,0.053063,0.446309,-0.986129,1.807527
1756,11461,328000000,0.592045,-6.753690,0.053063,0.423976,-0.888556,1.787152
1757,11461,428000000,0.701890,-6.747855,0.053066,0.401460,-0.780725,1.784531
1758,11461,527000000,0.801749,-6.742549,0.053068,0.391772,-0.679840,1.790785
1759,11461,627000000,0.890689,-6.742778,0.053315,0.370353,-0.582163,1.777139
1760,11461,728000000,0.990547,-6.737448,0.053317,0.350895,-0.484089,1.764981
1761,11461,828000000,1.091666,-6.742299,0.045838,0.339927,-0.380893,1.757171
1762,11461,927000000,1.191561,-6.737716,0.045822,0.322783,-0.282412,1.728294
1763,11462,28000000,1.291456,-6.733136,0.045784,0.308825,-0.183415,1.711030
1764,11462,128000000,1.375055,-6.725802,0.051255,0.300683,-0.090292,1.671172
1765,11462,227000000,1.474923,-6.720678,0.051255,0.295179,0.009579,1.599542
1766,11462,328000000,1.574792,-6.715554,0.051257,0.298232,0.083238,1.552110
1767,11462,428000000,1.677931,-6.695750,0.053246,0.301895,0.168598,1.486089
1768,11462,527000000,1.777790,-6.690426,0.053237,0.314805,0.239043,1.401570
1769,11462,628000000,1.877648,-6.685104,0.053238,0.332549,0.305461,1.340696
1770,11462,728000000,1.977359,-6.665965,0.062370,0.365603,0.374628,1.263181
1771,11462,827000000,2.077164,-6.659731,0.062370,0.391406,0.435939,1.202465
1772,11462,928000000,2.176970,-6.653497,0.062369,0.420255,0.495689,1.137355
1773,11463,28000000,2.263575,-6.654140,0.063070,0.449369,0.559618,1.085476
1774,11463,128000000,2.363376,-6.647836,0.065571,0.495740,0.640587,1.053162
1775,11463,227000000,2.462849,-6.637918,0.163429,0.547628,0.723630,0.998002
1776,11463,328000000,2.559454,-6.607406,0.353715,0.604185,0.783548,0.923014
1777,11463,428000000,2.648927,-6.561002,0.490813,0.651215,0.837869,0.877831
1778,11463,528000000,2.735795,-6.509687,0.490791,0.714646,0.910620,0.860699
1779,11463,627000000,2.823035,-6.459533,0.490780,0.779594,0.993918,0.830187
1780,11463,728000000,2.925421,-6.403583,0.564206,0.850277,1.067114,0.802953
1781,11463,828000000,3.005326,-6.342477,0.703245,0.923858,1.138846,0.754789
1782,11463,928000000,3.074403,-6.277860,0.871459,1.001879,1.206429,0.695567
1783,11464,27000000,3.131898,-6.194221,0.927986,1.077680,1.250096,0.663497
1784,11464,128000000,3.189162,-6.110861,0.930237,1.156670,1.309639,0.653098
1785,11464,228000000,3.250198,-6.041685,1.010378,1.237859,1.368846,0.620159
1786,11464,328000000,3.294840,-5.951095,1.165819,1.322199,1.425039,0.567199
1787,11464,427000000,3.322477,-5.853509,1.351973,1.403071,1.473052,0.535964
1788,11464,528000000,3.335166,-5.751857,1.415027,1.492400,1.522164,0.488182
1789,11464,628000000,3.346481,-5.651015,1.414952,1.583782,1.567322,0.464363
1790,11464,727000000,3.358975,-5.550735,1.415165,1.676069,1.610244,0.425157
1791,11464,827000000,3.372309,-5.450863,1.418821,1.782805,1.641597,0.393427
1792,11464,927000000,3.386005,-5.341741,1.503562,1.877555,1.677715,0.356921
1793,11465,28000000,3.384633,-5.241116,1.619876,1.973179,1.710868,0.345371
1794,11465,128000000,3.374447,-5.140502,1.620642,2.069179,1.742520,0.323211
1795,11465,228000000,3.352987,-5.029228,1.625578,2.175280,1.769146,0.305675
1796,11465,328000000,3.346522,-4.929239,1.625577,2.271644,1.798373,0.295118
1797,11465,428000000,3.310784,-4.821405,1.637227,2.368197,1.826444,0.286116
1798,11465,527000000,3.303531,-4.721543,1.639926,2.470040,1.838845,0.275178
1799,11465,628000000,3.291288,-4.612168,1.751845,2.566671,1.865601,0.276385
1800,11465,727000000,3.272777,-4.528590,1.812622,2.663041,1.892929,0.290239
1801,11465,828000000,3.244608,-4.422005,1.812636,2.787900,1.909296,0.311112
1802,11465,928000000,3.221742,-4.334777,1.812630,2.882706,1.941251,0.341170
1803,11466,28000000,3.189291,-4.228928,1.816039,2.975986,1.977352,0.397043
1804,11466,127000000,3.164331,-4.132001,1.816038,3.040395,2.005756,0.465268
1805,11466,228000000,3.139566,-4.035050,1.816031,3.099714,2.042022,0.534197
1806,11466,328000000,3.114415,-3.934716,1.811060,3.170736,2.088020,0.571714
1807,11466,427000000,3.090375,-3.837615,1.811028,3.254033,2.127567,0.592637
1808,11466,527000000,3.066409,-3.740506,1.811051,3.333074,2.186284,0.649259
1809,11466,628000000,3.022249,-3.650720,1.816061,3.409796,2.250043,0.710283
1810,11466,728000000,2.995455,-3.544021,1.816055,3.460985,2.308447,0.792977
1811,11466,827000000,2.971115,-3.447020,1.816055,3.505615,2.363086,0.867232
1812,11466,928000000,2.941024,-3.359526,1.853001,3.563907,2.437836,0.902493
1813,11467,28000000,2.906418,-3.265699,1.988182,3.619227,2.522821,0.927357
1814,11467,128000000,2.862810,-3.175430,1.994945,3.676117,2.604771,0.959019
1815,11467,227000000,2.819834,-3.084942,1.994941,3.731536,2.689008,0.990225
1816,11467,328000000,2.753113,-3.002852,2.002658,3.783841,2.775909,1.042352
1817,11467,428000000,2.710315,-2.912376,2.002648,3.829347,2.875464,1.102663
1818,11467,527000000,2.667352,-2.809767,2.002126,3.872291,2.967780,1.131873
1819,11467,627000000,2.625060,-2.719101,2.002128,3.913075,3.060978,1.145049
1820,11467,727000000,2.582905,-2.628385,2.002160,3.952499,3.151011,1.145260
1821,11467,828000000,2.553443,-2.529945,2.024929,3.992709,3.244047,1.158507
1822,11467,927000000,2.503880,-2.443092,2.161398,4.031757,3.337365,1.177676
1823,11468,27000000,2.442169,-2.363988,2.222010,4.068316,3.431501,1.201949
1824,11468,127000000,2.379588,-2.285622,2.221978,4.096148,3.523025,1.228076
1825,11468,228000000,2.324575,-2.208156,2.221965,4.127936,3.618562,1.247110
1826,11468,327000000,2.262943,-2.129221,2.221843,4.158441,3.714378,1.263078
1827,11468,428000000,2.206437,-2.041048,2.213052,4.172912,3.822394,1.286133
1828,11468,527000000,2.146009,-1.961277,2.213047,4.199606,3.919131,1.305955
1829,11468,628000000,2.085733,-1.881417,2.213030,4.223779,4.016456,1.325340
1830,11468,727000000,2.028796,-1.805469,2.214208,4.237639,4.119723,1.340482
1831,11468,828000000,1.968613,-1.725572,2.214197,4.258020,4.217801,1.370285
1832,11468,928000000,1.908486,-1.645643,2.214236,4.275716,4.316370,1.402840
1833,11469,28000000,1.855254,-1.575343,2.217324,4.276439,4.418933,1.482565
1834,11469,127000000,1.794947,-1.495561,2.217309,4.276943,4.493159,1.547192
1835,11469,228000000,1.734658,-1.415770,2.217372,4.275428,4.589129,1.598118
1836,11469,328000000,1.674381,-1.335972,2.217374,4.253284,4.701781,1.654751
1837,11469,428000000,1.634244,-1.253918,2.203744,4.241400,4.800137,1.694031
1838,11469,528000000,1.575079,-1.173297,2.203718,4.223967,4.898444,1.773379
1839,11469,627000000,1.515919,-1.092671,2.203719,4.187392,4.967028,1.849216
1840,11469,727000000,1.456762,-1.012044,2.203720,4.156759,5.058381,1.906197
1841,11469,828000000,1.415369,-0.919559,2.195925,4.124468,5.132964,1.950822
1842,11469,927000000,1.356846,-0.838471,2.195927,4.081817,5.199506,1.981966
1843,11470,27000000,1.298324,-0.757384,2.195929,4.038852,5.287413,2.032457
1844,11470,127000000,1.236167,-0.666666,2.112902,3.986785,5.383049,2.084911
1845,11470,228000000,1.204952,-0.589098,1.969169,3.921528,5.467455,2.138719
1846,11470,328000000,1.176189,-0.492806,1.803002,3.864050,5.550818,2.181240
1847,11470,427000000,1.166141,-0.392195,1.622825,3.801711,5.630940,2.253560
1848,11470,528000000,1.167317,-0.290710,1.616550,3.744355,5.683220,2.314344
1849,11470,628000000,1.160266,-0.199167,1.623612,3.675830,5.752306,2.361896
1850,11470,727000000,1.157984,-0.098445,1.623613,3.602550,5.818983,2.396967
1851,11470,827000000,1.154857,0.002042,1.623610,3.526944,5.884614,2.427813
1852,11470,928000000,1.151120,0.102358,1.623610,3.444676,5.956463,2.458242
1853,11471,28000000,1.153431,0.194173,1.594718,3.362213,6.018284,2.496508
1854,11471,127000000,1.158343,0.294369,1.464048,3.278361,6.075679,2.541931
1855,11471,227000000,1.181154,0.392390,1.272091,3.197486,6.137683,2.581394
1856,11471,328000000,1.241745,0.498973,1.152031,3.109448,6.187140,2.644159
1857,11471,428000000,1.298241,0.576466,1.155918,3.044293,6.216335,2.693249
1858,11471,528000000,1.341536,0.667378,1.155902,2.955774,6.255232,2.717465
1859,11471,627000000,1.383043,0.758648,1.155908,2.867842,6.300035,2.735834
1860,11471,728000000,1.429653,0.843238,1.153633,2.775996,6.336902,2.760619
1861,11471,828000000,1.470960,0.934505,1.153611,2.682149,6.372050,2.792694
1862,11471,927000000,1.512066,1.025814,1.153631,2.586328,6.403626,2.826908
1863,11472,28000000,1.575983,1.111252,1.062816,2.485807,6.422688,2.861776
1864,11472,128000000,1.631571,1.194577,0.928442,2.387617,6.447459,2.906822
1865,11472,227000000,1.705398,1.264184,0.916817,2.288396,6.467678,2.937799
1866,11472,327000000,1.768045,1.342470,0.916817,2.188931,6.486000,2.956667
1867,11472,428000000,1.830188,1.421059,0.916817,2.076842,6.485318,2.979244
1868,11472,528000000,1.890815,1.496556,0.921699,1.977082,6.500055,2.992868
1869,11472,628000000,1.951938,1.575823,0.921695,1.877279,6.513485,3.000143
1870,11472,728000000,2.012868,1.655204,0.921695,1.781481,6.527979,3.011501
1871,11472,827000000,2.073658,1.734667,0.921695,1.681700,6.539639,3.024886
1872,11472,928000000,2.122641,1.819192,0.930383,1.571866,6.550991,3.046022
1873,11473,28000000,2.182565,1.899279,0.930380,1.475532,6.576475,3.052672
1874,11473,127000000,2.242438,1.979396,0.930400,1.375562,6.583789,3.075552
1875,11473,227000000,2.310152,2.051438,0.921754,1.275465,6.588311,3.098590
1876,11473,328000000,2.370652,2.131071,0.921743,1.185229,6.599621,3.116343
1877,11473,428000000,2.431134,2.210715,0.921746,1.085101,6.600364,3.130346
1878,11473,528000000,2.500114,2.283199,0.915560,0.985005,6.599935,-3.137997
1879,11473,628000000,2.561067,2.362480,0.915598,0.888927,6.604842,-3.130261
1880,11473,728000000,2.622009,2.441766,0.915604,0.788907,6.602549,-3.120262
1881,11473,827000000,2.682948,2.521055,0.915603,0.688929,6.599280,-3.111835
1882,11473,927000000,2.743884,2.600345,0.915581,0.582780,6.588615,-3.102928
1883,11474,28000000,2.774304,2.703479,0.930316,0.482885,6.583955,-3.099655
1884,11474,128000000,2.834065,2.783658,0.930315,0.383003,6.579256,-3.097356
1885,11474,227000000,2.893825,2.863838,0.930290,0.271562,6.565374,-3.092563
1886,11474,327000000,2.953587,2.944016,0.930307,0.171723,6.560132,-3.090587
1887,11474,428000000,3.016903,3.014083,0.928631,0.071893,6.554797,-3.091183
1888,11474,528000000,3.076797,3.094162,0.928632,-0.037976,6.542651,-3.086438
1889,11474,628000000,3.136691,3.174242,0.928630,-0.137778,6.536877,-3.084959
1890,11474,728000000,3.213235,3.234927,0.916642,-0.237576,6.531032,-3.082588
1891,11474,828000000,3.274086,3.314281,0.916612,-0.329877,6.531279,-3.081681
1892,11474,928000000,3.334939,3.393635,0.918808,-0.429645,6.524939,-3.074608
1893,11475,27000000,3.392852,3.475113,1.016258,-0.529350,6.517662,-3.066832
1894,11475,128000000,3.424964,3.560118,1.087269,-0.631021,6.517062,-3.059620
1895,11475,227000000,3.470052,3.649543,1.087476,-0.730606,6.508240,-3.052636
1896,11475,328000000,3.515510,3.738733,1.087635,-0.830128,6.498705,-3.044002
1897,11475,428000000,3.561233,3.827753,1.087797,-0.925716,6.478273,-3.030620
1898,11475,527000000,3.607152,3.916648,1.087792,-1.025036,6.466792,-3.029562
1899,11475,628000000,3.661299,3.988815,1.082048,-1.124379,6.455520,-3.033693
1900,11475,728000000,3.707975,4.077285,1.082192,-1.222636,6.444773,-3.035556
1901,11475,827000000,3.753800,4.166183,1.132123,-1.322039,6.434035,-3.033532
1902,11475,927000000,3.789234,4.259727,1.284292,-1.421405,6.422958,-3.027523
1903,11476,27000000,3.819342,4.341618,1.405366,-1.523230,6.428254,-3.030840
1904,11476,128000000,3.832552,4.441310,1.405413,-1.622534,6.416613,-3.018529
1905,11476,227000000,3.829127,4.541303,1.414282,-1.721635,6.403312,-3.003145
1906,11476,328000000,3.843016,4.640621,1.414284,-1.805440,6.403483,-2.997699
