frame_index,stamp_sec,stamp_nsec,base_link_x,base_link_y,base_link_yaw,base_link_op_x,base_link_op_y,base_link_op_yaw
647,11350,426000000,0.535171,-0.360163,1.822440,-1.622458,-7.969598,-0.186378
648,11350,526000000,0.530053,-0.246910,1.807479,-1.523967,-7.986924,-0.173422
649,11350,626000000,0.505928,-0.139292,1.807502,-1.414195,-7.994811,-0.157193
650,11350,727000000,0.494436,-0.038343,1.805564,-1.315278,-8.009383,-0.148999
651,11350,827000000,0.472024,0.059266,1.805714,-1.216327,-8.023660,-0.147549
652,11350,927000000,0.449357,0.156773,1.805641,-1.111613,-8.043319,-0.145842
653,11351,26000000,0.426529,0.254212,1.805412,-1.012660,-8.057499,-0.141656
654,11351,127000000,0.391460,0.337179,1.814921,-0.913594,-8.070853,-0.131703
655,11351,226000000,0.378707,0.425941,1.810387,-0.819078,-8.081790,-0.119381
656,11351,326000000,0.356316,0.523436,1.760233,-0.719889,-8.092493,-0.109278
657,11351,426000000,0.344662,0.622838,1.622726,-0.620491,-8.102640,-0.102943
658,11351,526000000,0.364850,0.723336,1.429697,-0.524396,-8.115334,-0.103571
659,11351,627000000,0.392425,0.820404,1.216956,-0.424854,-8.125226,-0.097458
660,11351,726000000,0.441706,0.909541,1.012099,-0.325246,-8.134165,-0.086928
661,11351,826000000,0.502961,0.991527,0.990720,-0.233515,-8.139556,-0.076526
662,11351,927000000,0.580612,1.062028,0.979666,-0.133749,-8.146288,-0.067623
663,11352,26000000,0.639954,1.144058,0.979665,-0.033947,-8.152386,-0.061348
664,11352,126000000,0.698303,1.226374,0.979668,0.056952,-8.136230,-0.046780
665,11352,226000000,0.749871,1.314513,0.979964,0.156847,-8.140460,-0.045324
666,11352,327000000,0.807825,1.396584,0.929403,0.256732,-8.144866,-0.050901
667,11352,427000000,0.884604,1.471434,0.783447,0.363942,-8.136876,-0.047798
668,11352,526000000,0.952762,1.525941,0.613707,0.463809,-8.141626,-0.048295
669,11352,626000000,1.051486,1.577109,0.402916,0.573673,-8.147007,-0.048525
670,11352,727000000,1.160247,1.598007,0.384825,0.679724,-8.163047,-0.048811
671,11352,827000000,1.255596,1.631988,0.384815,0.779600,-8.167616,-0.038404
672,11352,926000000,1.350211,1.666968,0.384806,0.879543,-8.170503,-0.023358
673,11353,26000000,1.434765,1.711388,0.396157,0.982297,-8.169861,-0.004335
674,11353,127000000,1.528034,1.748682,0.396145,1.082290,-8.169062,0.011439
675,11353,227000000,1.621016,1.786347,0.396094,1.182267,-8.166795,0.019678
676,11353,327000000,1.727901,1.822220,0.389727,1.294670,-8.167905,0.024914
677,11353,426000000,1.820766,1.859754,0.389726,1.394617,-8.164629,0.031381
678,11353,527000000,1.907754,1.887305,0.387493,1.494541,-8.160724,0.041135
679,11353,626000000,2.000520,1.924867,0.387480,1.590593,-8.169866,0.039008
680,11353,726000000,2.093232,1.962498,0.387484,1.690479,-8.165058,0.053490
681,11353,826000000,2.185905,2.000179,0.387483,1.790258,-8.158283,0.071953
682,11353,927000000,2.285756,2.024466,0.381836,1.892569,-8.133044,0.102769
683,11354,27000000,2.378597,2.061676,0.381748,1.991923,-8.121523,0.109335
684,11354,127000000,2.460860,2.108783,0.386511,2.091295,-8.110227,0.106918
685,11354,227000000,2.553502,2.146458,0.386511,2.191978,-8.098629,0.105432
686,11354,327000000,2.646138,2.184139,0.386509,2.291376,-8.087655,0.116107
687,11354,426000000,2.743656,2.217831,0.383281,2.390554,-8.074810,0.133819
688,11354,526000000,2.836405,2.255222,0.383279,2.481576,-8.069588,0.154927
689,11354,626000000,2.938428,2.296353,0.383234,2.589893,-8.050251,0.182582
690,11354,727000000,3.021053,2.331391,0.383777,2.687854,-8.029964,0.215592
691,11354,827000000,3.113780,2.368831,0.383775,2.780629,-8.000226,0.247114
692,11354,927000000,3.206507,2.406271,0.383774,2.877029,-7.973338,0.280441
693,11355,27000000,3.303765,2.451531,0.384311,2.972056,-7.941848,0.339659
694,11355,127000000,3.396471,2.489023,0.384318,3.037287,-7.917340,0.376804
695,11355,227000000,3.489177,2.526514,0.388344,3.125284,-7.879017,0.423350
696,11355,327000000,3.581617,2.566269,0.491775,3.212639,-7.834897,0.471878
697,11355,426000000,3.665584,2.620843,0.635865,3.294155,-7.791169,0.525126
698,11355,527000000,3.740060,2.688430,0.743226,3.355198,-7.749937,0.563157
699,11355,627000000,3.813865,2.754652,0.739206,3.434404,-7.695494,0.619581
700,11355,727000000,3.886340,2.824190,0.739207,3.484535,-7.642429,0.665596
701,11355,827000000,3.959217,2.893122,0.739209,3.557417,-7.581023,0.712598
702,11355,927000000,4.029102,2.964975,0.740002,3.628820,-7.513908,0.755238
703,11356,27000000,4.102426,3.033209,0.740000,3.706256,-7.421691,0.812082
704,11356,126000000,4.175822,3.101300,0.750343,3.772442,-7.345774,0.850441
705,11356,227000000,4.237486,3.164512,0.867967,3.836821,-7.267651,0.888206
706,11356,327000000,4.294997,3.246663,1.026026,3.897974,-7.186650,0.921783
707,11356,427000000,4.336495,3.348517,1.216126,3.949562,-7.112731,0.959142
708,11356,527000000,4.360423,3.447103,1.307559,4.004642,-7.027432,0.997327
709,11356,627000000,4.382485,3.545870,1.307298,4.056760,-6.940419,1.039791
710,11356,726000000,4.405681,3.644024,1.307253,4.104614,-6.851116,1.078045
711,11356,826000000,4.429683,3.741734,1.307240,4.160253,-6.758710,1.117913
712,11356,926000000,4.447719,3.846464,1.312002,4.200651,-6.666099,1.173400
713,11357,27000000,4.472261,3.943734,1.312054,4.235433,-6.571323,1.218501
714,11357,127000000,4.494991,4.041345,1.383002,4.266809,-6.475498,1.255539
715,11357,227000000,4.499729,4.130531,1.531878,4.284636,-6.374514,1.282134
716,11357,327000000,4.492278,4.230925,1.711532,4.310805,-6.277395,1.305015
717,11357,427000000,4.440926,4.333736,1.789117,4.334875,-6.179841,1.319374
718,11357,526000000,4.415272,4.431412,1.788863,4.357914,-6.082146,1.341846
719,11357,626000000,4.389238,4.529133,1.788588,4.370426,-5.973546,1.366297
720,11357,726000000,4.350165,4.631524,1.792732,4.388886,-5.874991,1.393145
721,11357,827000000,4.327017,4.729094,1.792498,4.404551,-5.775997,1.410602
722,11357,926000000,4.304172,4.826666,1.792489,4.415424,-5.667046,1.439851
723,11358,26000000,4.281562,4.924236,1.792419,4.426344,-5.567499,1.458420
724,11358,127000000,4.239742,5.017213,1.796497,4.435768,-5.467834,1.480393
725,11358,227000000,4.215354,5.114602,1.789081,4.436343,-5.367411,1.498728
726,11358,326000000,4.193482,5.212240,1.788941,4.441710,-5.267483,1.522853
727,11358,426000000,4.171691,5.309879,1.788832,4.444457,-5.167452,1.540694
728,11358,526000000,4.132487,5.404009,1.791356,4.444389,-5.069525,1.569577
729,11358,627000000,4.108361,5.501052,1.871529,4.441188,-4.969513,1.622692
730,11358,727000000,4.070152,5.593535,2.041694,4.433148,-4.895750,1.661495
731,11358,827000000,3.999679,5.673014,2.235627,4.413172,-4.806575,1.717603
732,11358,926000000,3.932890,5.748755,2.248187,4.398283,-4.736298,1.757972
733,11359,26000000,3.867162,5.825042,2.248161,4.377468,-4.643977,1.812219
734,11359,126000000,3.802280,5.901788,2.248160,4.350798,-4.578826,1.882173
735,11359,226000000,3.730043,5.975492,2.251472,4.324310,-4.515166,1.950337
736,11359,326000000,3.665972,6.052602,2.251471,4.294724,-4.454397,2.014891
737,11359,427000000,3.595701,6.131464,2.253755,4.275814,-4.389121,2.070017
738,11359,526000000,3.530824,6.207729,2.313916,4.239799,-4.332747,2.133530
739,11359,626000000,3.457626,6.276110,2.450835,4.199944,-4.278783,2.200838
740,11359,727000000,3.354004,6.330164,2.632114,4.155463,-4.216712,2.241542
741,11359,827000000,3.270458,6.366255,2.717739,4.094674,-4.145542,2.309334
742,11359,927000000,3.167963,6.408497,2.717734,4.037061,-4.090008,2.363333
743,11360,26000000,3.075202,6.447474,2.717731,3.956612,-4.022084,2.426480
744,11360,126000000,2.975122,6.476576,2.721029,3.897544,-3.976869,2.470116
745,11360,227000000,2.883004,6.516298,2.721026,3.818415,-3.918225,2.526740
746,11360,327000000,2.791122,6.556339,2.721029,3.743794,-3.883577,2.574475
747,11360,427000000,2.699411,6.596610,2.721020,3.659228,-3.833101,2.623572
748,11360,526000000,2.599718,6.623913,2.733981,3.570035,-3.785566,2.651580
749,11360,627000000,2.507701,6.663276,2.736273,3.478407,-3.739668,2.688141
750,11360,726000000,2.414382,6.699303,2.834498,3.393127,-3.687602,2.708819
751,11360,826000000,2.304381,6.716264,3.005800,3.298116,-3.646885,2.751025
752,11360,926000000,2.204220,6.724988,3.019676,3.201396,-3.610573,2.785965
753,11361,27000000,2.109634,6.726174,3.018734,3.103750,-3.577574,2.825088
754,11361,126000000,2.009899,6.736543,3.018730,3.004004,-3.549147,2.850486
755,11361,227000000,1.910299,6.747445,3.018737,2.905264,-3.522043,2.875863
756,11361,326000000,1.810799,6.758732,3.018735,2.806270,-3.497321,2.890953
757,11361,427000000,1.724396,6.788781,3.008733,2.707291,-3.474001,2.912691
758,11361,526000000,1.625132,6.801468,3.018165,2.605035,-3.436130,2.921612
759,11361,626000000,1.525387,6.809128,3.116219,2.505939,-3.415997,2.948658
760,11361,726000000,1.422523,6.821095,-3.032941,2.406445,-3.399161,2.980167
761,11361,827000000,1.313006,6.794369,-2.834223,2.297761,-3.403983,3.011963
762,11361,927000000,1.221096,6.751580,-2.719242,2.197959,-3.391775,2.997407
763,11362,26000000,1.130714,6.705987,-2.719241,2.098725,-3.376615,2.972712
764,11362,126000000,1.045153,6.674648,-2.729065,1.988324,-3.381840,2.938519
765,11362,227000000,0.953936,6.632159,-2.729046,1.891130,-3.357509,2.856608
766,11362,327000000,0.862603,6.590343,-2.729036,1.821701,-3.331237,2.795289
767,11362,426000000,0.771187,6.549015,-2.729010,1.733671,-3.287199,2.715584
768,11362,526000000,0.692669,6.496562,-2.719566,1.670861,-3.252236,2.667358
769,11362,627000000,0.601542,6.454977,-2.719564,1.588537,-3.205390,2.609780
770,11362,726000000,0.522350,6.404673,-2.757963,1.532622,-3.167859,2.568155
771,11362,826000000,0.427185,6.373829,-2.910701,1.455240,-3.113192,2.508638
772,11362,926000000,0.327819,6.359570,-3.002896,1.400476,-3.066805,2.464835
773,11363,27000000,0.230489,6.356725,-3.010965,1.325589,-3.002460,2.409541
774,11363,126000000,0.130846,6.345474,-3.011013,1.275065,-2.950804,2.368858
775,11363,226000000,0.031338,6.333743,-3.011077,1.209164,-2.881368,2.311619
776,11363,326000000,-0.071125,6.316333,-3.008287,1.160242,-2.834497,2.270349
777,11363,427000000,-0.170427,6.303712,-3.008373,1.100200,-2.759465,2.251194
778,11363,526000000,-0.258099,6.290654,-3.006017,1.039960,-2.680995,2.212733
779,11363,627000000,-0.357281,6.277485,-3.006097,0.982277,-2.598505,2.178575
780,11363,726000000,-0.456433,6.264212,-3.006018,0.938957,-2.514809,2.131141
781,11363,827000000,-0.552247,6.265808,-3.010443,0.887332,-2.426710,2.103570
782,11363,926000000,-0.651423,6.252855,-3.010498,0.837707,-2.337338,2.070827
783,11364,26000000,-0.750590,6.239869,-3.010548,0.791634,-2.246138,2.025333
784,11364,126000000,-0.847811,6.231171,-3.012070,0.758112,-2.151100,1.998499
785,11364,226000000,-0.946986,6.218298,-3.012125,0.717901,-2.057559,1.977807
786,11364,326000000,-1.046157,6.205416,-3.012166,0.679313,-1.963601,1.968326
787,11364,426000000,-1.145326,6.192531,-3.012189,0.641653,-1.869535,1.948207
788,11364,527000000,-1.252804,6.201791,-3.023605,0.614097,-1.760266,1.929793
789,11364,627000000,-1.352111,6.190028,-3.023635,0.580068,-1.665272,1.913470
790,11364,726000000,-1.442449,6.169399,-3.016732,0.547426,-1.569977,1.905689
791,11364,826000000,-1.541671,6.156951,-3.016789,0.506701,-1.481736,1.889253
792,11364,926000000,-1.640881,6.144401,-3.007105,0.476884,-1.385807,1.869479
793,11365,27000000,-1.749743,6.127654,-2.874909,0.449316,-1.289313,1.838770
794,11365,126000000,-1.852542,6.088064,-2.722629,0.421019,-1.183323,1.824067
795,11365,227000000,-1.942934,6.044296,-2.722786,0.398084,-1.085769,1.795658
796,11365,326000000,-2.035213,6.004780,-2.722689,0.378196,-0.987586,1.771962
797,11365,427000000,-2.126067,5.962491,-2.722690,0.379129,-0.886791,1.745403
798,11365,526000000,-2.217063,5.920653,-2.722693,0.363040,-0.787998,1.746253
799,11365,626000000,-2.308162,5.879144,-2.722693,0.346003,-0.689419,1.753750
800,11365,726000000,-2.385682,5.859057,-2.727452,0.345947,-0.576373,1.749909
801,11365,827000000,-2.475503,5.814998,-2.632149,0.329391,-0.477774,1.733614
802,11365,926000000,-2.553802,5.766440,-2.568935,0.314157,-0.378976,1.715921
803,11366,26000000,-2.636949,5.710488,-2.568949,0.323507,-0.264575,1.681491
804,11366,127000000,-2.711521,5.640002,-2.561103,0.314097,-0.165045,1.671181
805,11366,227000000,-2.794669,5.584245,-2.561080,0.304317,-0.065568,1.674029
806,11366,326000000,-2.877952,5.528746,-2.561080,0.322971,0.051528,1.622141
807,11366,426000000,-2.961331,5.473435,-2.561083,0.323620,0.125253,1.551706
808,11366,526000000,-3.040214,5.419469,-2.559928,0.331362,0.183733,1.480863
809,11366,627000000,-3.123640,5.364275,-2.559927,0.355674,0.250547,1.420833
810,11366,726000000,-3.206298,5.303035,-2.524452,0.370156,0.319106,1.352674
811,11366,827000000,-3.284514,5.240725,-2.407795,0.388563,0.384688,1.297035
812,11366,927000000,-3.354275,5.168744,-2.346612,0.415370,0.450530,1.232652
813,11367,26000000,-3.420360,5.090277,-2.339607,0.441626,0.512486,1.173654
814,11367,126000000,-3.488979,5.017308,-2.339605,0.472073,0.572782,1.102576
815,11367,226000000,-3.557845,4.944634,-2.339590,0.520385,0.637683,1.039005
816,11367,326000000,-3.626891,4.872177,-2.339526,0.558915,0.694160,0.976456
817,11367,426000000,-3.684032,4.800331,-2.339656,0.613913,0.771077,0.940654
818,11367,527000000,-3.753300,4.728144,-2.333758,0.673858,0.850170,0.923353
819,11367,627000000,-3.819438,4.653125,-2.234353,0.744979,0.927346,0.885669
820,11367,726000000,-3.873983,4.569142,-2.074508,0.812458,1.005747,0.847573
821,11367,826000000,-3.915329,4.466605,-1.894648,0.890653,1.087749,0.778605
822,11367,927000000,-3.910994,4.352598,-1.881455,0.949333,1.139045,0.729913
823,11368,27000000,-3.938553,4.255790,-1.881453,1.032312,1.199359,0.685415
824,11368,126000000,-3.938553,4.255790,-1.881453,1.032312,1.199359,0.685415
825,11368,226000000,-3.955062,4.137775,-1.869642,1.112816,1.261267,0.655412
826,11368,326000000,-3.982939,4.041391,-1.869659,1.195084,1.322062,0.635185
827,11368,427000000,-4.039915,3.849251,-1.869682,1.281985,1.384477,0.612827
828,11368,527000000,-4.039915,3.849251,-1.869682,1.367081,1.441713,0.585871
829,11368,627000000,-4.056061,3.748304,-1.867228,1.454177,1.495594,0.546829
830,11368,727000000,-4.081605,3.651553,-1.770052,1.542928,1.546266,0.508270
831,11368,826000000,-4.087522,3.553127,-1.611126,1.630475,1.591643,0.466492
832,11368,927000000,-4.081455,3.452564,-1.523010,1.722656,1.634613,0.428527
833,11369,26000000,-4.073211,3.352233,-1.523068,1.816415,1.673412,0.392645
834,11369,126000000,-4.061584,3.256902,-1.527521,1.911009,1.709460,0.362009
835,11369,226000000,-4.055457,3.156750,-1.527443,2.011160,1.741561,0.335720
836,11369,327000000,-4.049829,3.056664,-1.527369,2.107149,1.772422,0.313546
837,11369,426000000,-4.044560,2.956627,-1.527287,2.203662,1.800999,0.293695
838,11369,526000000,-4.055364,2.857793,-1.541045,2.293336,1.819333,0.282027
839,11369,627000000,-4.051922,2.757762,-1.540982,2.390221,1.845579,0.271303
840,11369,726000000,-4.048610,2.657753,-1.540972,2.487115,1.871341,0.268910
841,11369,826000000,-4.055319,2.565874,-1.548224,2.599156,1.902938,0.269537
842,11369,926000000,-4.052803,2.465874,-1.538455,2.695676,1.929450,0.279322
843,11370,26000000,-4.034162,2.357221,-1.398422,2.791592,1.957865,0.308157
844,11370,127000000,-4.008465,2.260298,-1.306346,2.887665,1.961226,0.340325
845,11370,226000000,-3.979973,2.164122,-1.306363,2.981160,1.996696,0.378433
846,11370,326000000,-3.952133,2.067848,-1.306372,3.072367,2.037705,0.460152
847,11370,426000000,-3.913238,1.973269,-1.301302,3.126933,2.075284,0.526332
848,11370,526000000,-3.885733,1.877009,-1.301297,3.207420,2.127478,0.595664
849,11370,627000000,-3.879182,1.777367,-1.312872,3.263220,2.172948,0.651859
850,11370,726000000,-3.853224,1.680736,-1.312847,3.331023,2.241487,0.711513
851,11370,826000000,-3.827394,1.584087,-1.312845,3.381444,2.292170,0.756156
852,11370,926000000,-3.790948,1.500079,-1.308165,3.447907,2.359690,0.805358
853,11371,26000000,-3.764826,1.403530,-1.308155,3.512469,2.420535,0.843171
854,11371,126000000,-3.738752,1.306974,-1.308163,3.576135,2.496983,0.880053
855,11371,226000000,-3.716106,1.215848,-1.303542,3.636958,2.577098,0.924881
856,11371,327000000,-3.689644,1.119405,-1.303546,3.694888,2.660071,0.970860
857,11371,426000000,-3.663198,1.022960,-1.303544,3.759995,2.732348,1.011781
858,11371,526000000,-3.608460,0.915674,-1.293091,3.811086,2.820152,1.048441
859,11371,627000000,-3.581027,0.819508,-1.293077,3.858718,2.909833,1.083065
860,11371,726000000,-3.553599,0.723341,-1.293082,3.903493,3.000842,1.118716
861,11371,826000000,-3.545774,0.608760,-1.303646,3.955978,3.082837,1.136363
862,11371,926000000,-3.519375,0.512306,-1.303702,3.996472,3.175486,1.157119
863,11372,26000000,-3.492979,0.415853,-1.303699,4.038657,3.278126,1.183585
864,11372,126000000,-3.487006,0.307423,-1.309445,4.074450,3.372370,1.212254
865,11372,226000000,-3.461166,0.210819,-1.309444,4.094632,3.474458,1.238161
866,11372,326000000,-3.435326,0.114216,-1.309446,4.125665,3.570099,1.256370
867,11372,426000000,-3.431263,0.021627,-1.322948,4.155114,3.666127,1.262613
868,11372,527000000,-3.406731,-0.075317,-1.322963,4.186602,3.765191,1.264611
869,11372,626000000,-3.382201,-0.172261,-1.322966,4.215390,3.861231,1.277695
870,11372,726000000,-3.347902,-0.255682,-1.322445,4.242725,3.957629,1.306146
871,11372,827000000,-3.327577,-0.353543,-1.440849,4.240236,4.071736,1.369035
872,11372,926000000,-3.321860,-0.453591,-1.509344,4.256239,4.170655,1.414253
873,11373,26000000,-3.316140,-0.551973,-1.508833,4.268676,4.270081,1.445734
874,11373,126000000,-3.311433,-0.652015,-1.508833,4.271574,4.372117,1.468036
875,11373,227000000,-3.306310,-0.751993,-1.508832,4.279488,4.471939,1.499630
876,11373,327000000,-3.306108,-0.837456,-1.513483,4.281730,4.572062,1.576394
877,11373,426000000,-3.300930,-0.937378,-1.513485,4.276942,4.638320,1.624189
878,11373,526000000,-3.295595,-1.037276,-1.513484,4.267118,4.733878,1.690722
879,11373,627000000,-3.270357,-1.129349,-1.502660,4.252663,4.804134,1.740576
880,11373,726000000,-3.263747,-1.229151,-1.502679,4.199095,4.904182,1.809112
881,11373,826000000,-3.257079,-1.328943,-1.502680,4.176659,4.971929,1.857690
882,11373,926000000,-3.254812,-1.431467,-1.498773,4.146265,5.061963,1.903737
883,11374,26000000,-3.247683,-1.531220,-1.498775,4.074998,5.149162,1.949025
884,11374,126000000,-3.240533,-1.630969,-1.498773,4.035104,5.240507,1.988538
885,11374,226000000,-3.233369,-1.730716,-1.498773,3.989436,5.330330,2.061485
886,11374,326000000,-3.241215,-1.830543,-1.501266,3.945681,5.393512,2.104230
887,11374,426000000,-3.234282,-1.930304,-1.501269,3.893222,5.475602,2.152965
888,11374,526000000,-3.239432,-2.027236,-1.505627,3.834990,5.556102,2.198384
889,11374,626000000,-3.232925,-2.127025,-1.505630,3.761431,5.635369,2.249128
890,11374,726000000,-3.226416,-2.226813,-1.505631,3.694529,5.711279,2.292867
891,11374,827000000,-3.216050,-2.323877,-1.501834,3.624757,5.784987,2.337150
892,11374,926000000,-3.209161,-2.423640,-1.501835,3.551446,5.855359,2.373156
893,11375,26000000,-3.202270,-2.523402,-1.501836,3.469789,5.926792,2.411732
894,11375,126000000,-3.193510,-2.612030,-1.497195,3.390865,5.990610,2.483504
895,11375,227000000,-3.186156,-2.711759,-1.497195,3.327918,6.032038,2.531340
896,11375,326000000,-3.178802,-2.811488,-1.497198,3.246291,6.084454,2.585000
897,11375,426000000,-3.180124,-2.908464,-1.500718,3.149877,6.125874,2.620366
898,11375,526000000,-3.173121,-3.008219,-1.500718,3.061817,6.172797,2.654120
899,11375,627000000,-3.166120,-3.107973,-1.500716,2.969449,6.216728,2.679394
900,11375,726000000,-3.153194,-3.222553,-1.498893,2.877673,6.259243,2.707607
901,11375,826000000,-3.146010,-3.322295,-1.498892,2.793496,6.291406,2.730165
902,11375,926000000,-3.138826,-3.422036,-1.498923,2.700106,6.329202,2.764826
903,11376,27000000,-3.145586,-3.526717,-1.506927,2.605831,6.363640,2.795726
904,11376,126000000,-3.139211,-3.626514,-1.507056,2.510491,6.395366,2.829625
905,11376,226000000,-3.132844,-3.726311,-1.507077,2.408491,6.437441,2.847296
906,11376,326000000,-3.130288,-3.821159,-1.511978,2.311635,6.464113,2.879932
907,11376,427000000,-3.128363,-3.921105,-1.612950,2.213895,6.487161,2.912288
908,11376,526000000,-3.139937,-4.030617,-1.677433,2.092682,6.494633,2.961533
909,11376,626000000,-3.152050,-4.130017,-1.677439,1.993396,6.509164,3.001228
910,11376,726000000,-3.155756,-4.218860,-1.672892,1.893718,6.520408,3.014130
911,11376,826000000,-3.166715,-4.318327,-1.672892,1.774194,6.531562,3.023671
912,11376,926000000,-3.189300,-4.398508,-1.680279,1.674549,6.541795,3.031027
913,11377,26000000,-3.200623,-4.497901,-1.680280,1.574878,6.551258,3.048692
914,11377,126000000,-3.211832,-4.597297,-1.680281,1.485633,6.571651,3.052731
915,11377,226000000,-3.218821,-4.697056,-1.677205,1.385835,6.578941,3.072395
916,11377,326000000,-3.229583,-4.796488,-1.677206,1.285913,6.584004,3.092891
917,11377,426000000,-3.240304,-4.895921,-1.677205,1.200180,6.578112,3.116293
918,11377,526000000,-3.253889,-4.984195,-1.679110,1.100149,6.579033,3.127071
919,11377,626000000,-3.264748,-5.083608,-1.679112,1.000131,6.579374,3.133743
920,11377,726000000,-3.275592,-5.183022,-1.679111,0.906878,6.574087,3.137432
921,11377,826000000,-3.286264,-5.287520,-1.678486,0.806886,6.573713,-3.137966
922,11377,926000000,-3.297027,-5.386941,-1.678481,0.706905,6.572655,-3.134818
923,11378,26000000,-3.305153,-5.486589,-1.604377,0.616732,6.561946,-3.122724
924,11378,126000000,-3.294765,-5.595057,-1.537636,0.516786,6.559457,-3.118914
925,11378,226000000,-3.290143,-5.695042,-1.537627,0.416847,6.556806,-3.117448
926,11378,326000000,-3.285881,-5.795016,-1.537624,0.317950,6.555073,-3.118759
927,11378,426000000,-3.309374,-5.901081,-1.553475,0.218016,6.552395,-3.112151
928,11378,526000000,-3.307151,-6.001089,-1.553475,0.118106,6.548918,-3.106006
929,11378,626000000,-3.305067,-6.101091,-1.553474,0.030001,6.541225,-3.098116
930,11378,726000000,-3.298482,-6.193181,-1.486825,-0.069852,6.536303,-3.093171
931,11378,826000000,-3.281562,-6.291787,-1.320243,-0.169684,6.530958,-3.087423
932,11378,926000000,-3.246088,-6.385827,-1.145806,-0.263819,6.527888,-3.086346
933,11379,26000000,-3.178244,-6.469770,-0.935406,-0.363615,6.521871,-3.079586
934,11379,126000000,-3.106481,-6.542077,-0.736436,-0.463364,6.515102,-3.073311
935,11379,226000000,-3.021611,-6.599633,-0.616586,-0.572307,6.509830,-3.064103
936,11379,326000000,-2.925981,-6.626449,-0.614725,-0.671945,6.501528,-3.059483
937,11379,426000000,-2.840841,-6.681756,-0.614722,-0.771546,6.492791,-3.052879
938,11379,526000000,-2.756659,-6.737740,-0.614732,-0.870030,6.471965,-3.042842
939,11379,626000000,-2.676113,-6.783768,-0.623207,-0.969485,6.461673,-3.038529
940,11379,726000000,-2.593617,-6.841288,-0.623200,-1.068925,6.451239,-3.042854
941,11379,827000000,-2.512532,-6.895177,-0.628396,-1.164353,6.440278,-3.041476
942,11379,926000000,-2.430975,-6.953547,-0.628392,-1.263823,6.430129,-3.039926
943,11380,27000000,-2.326379,-6.990989,-0.607447,-1.363264,6.419706,-3.034690
944,11380,126000000,-2.243818,-7.047677,-0.589387,-1.455561,6.424565,-3.040809
945,11380,226000000,-2.148353,-7.102412,-0.433145,-1.564940,6.412920,-3.030675
946,11380,326000000,-2.056441,-7.118552,-0.272459,-1.664205,6.400897,-3.014788
947,11380,426000000,-1.958213,-7.141038,-0.268060,-1.751218,6.387141,-2.999413
948,11380,526000000,-1.860478,-7.164617,-0.268062,-1.850093,6.372177,-2.994390
949,11380,626000000,-1.760983,-7.181633,-0.267622,-1.948940,6.357036,-2.994153
950,11380,726000000,-1.663863,-7.206577,-0.267574,-2.053242,6.352454,-2.996877
951,11380,826000000,-1.566933,-7.231944,-0.267575,-2.152107,6.337442,-2.990810
952,11380,926000000,-1.470141,-7.257618,-0.267576,-2.250796,6.321310,-2.971074
953,11381,26000000,-1.373450,-7.283515,-0.267573,-2.349715,6.286726,-2.954267
954,11381,127000000,-1.284980,-7.315474,-0.251866,-2.447763,6.267018,-2.941450
955,11381,226000000,-1.195810,-7.330262,-0.115912,-2.545521,6.245904,-2.926501
956,11381,326000000,-1.095558,-7.335091,-0.065932,-2.629016,6.211501,-2.917326
957,11381,426000000,-0.995352,-7.339400,-0.065931,-2.726198,6.187868,-2.895121
958,11381,527000000,-0.887381,-7.340685,-0.064865,-2.822932,6.162435,-2.890848
959,11381,626000000,-0.787370,-7.345987,-0.064861,-2.921795,6.130681,-2.860926
960,11381,726000000,-0.687421,-7.351623,-0.064862,-3.017402,6.101250,-2.842899
961,11381,826000000,-0.584573,-7.354551,-0.060974,-3.112295,6.069580,-2.804117
962,11381,926000000,-0.484678,-7.360215,-0.060944,-3.189434,6.008591,-2.721761
963,11382,26000000,-0.384806,-7.366000,-0.060945,-3.254851,5.974412,-2.685505
964,11382,126000000,-0.284951,-7.371876,-0.060944,-3.339582,5.929370,-2.643186
965,11382,226000000,-0.180578,-7.375645,-0.061005,-3.424092,5.884930,-2.626002
966,11382,326000000,-0.080744,-7.381636,-0.061017,-3.508328,5.832872,-2.571137
967,11382,426000000,0.021586,-7.415095,-0.079011,-3.567403,5.789096,-2.523755
968,11382,526000000,0.121285,-7.422937,-0.079007,-3.641872,5.723239,-2.466648
969,11382,626000000,0.220980,-7.430793,-0.078959,-3.694499,5.674124,-2.412945
970,11382,726000000,0.320900,-7.439719,-0.076548,-3.763357,5.608238,-2.363095
971,11382,826000000,0.420670,-7.446447,-0.035100,-3.801557,5.561998,-2.315375
972,11382,926000000,0.520654,-7.443157,0.100904,-3.866454,5.484938,-2.265257
973,11383,26000000,0.612638,-7.417743,0.121160,-3.910585,5.424726,-2.214622
974,11383,127000000,0.711828,-7.403839,0.121163,-3.963926,5.347829,-2.162242
975,11383,226000000,0.811037,-7.390361,0.121194,-4.001696,5.282263,-2.113163
976,11383,326000000,0.903880,-7.358685,0.130772,-4.048052,5.199623,-2.087673
977,11383,426000000,1.002989,-7.344891,0.130771,-4.094761,5.113493,-2.074419
978,11383,527000000,1.102109,-7.331305,0.130775,-4.140372,5.024569,-2.043244
979,11383,626000000,1.198438,-7.314036,0.134633,-4.188012,4.925919,-2.008512
980,11383,727000000,1.297519,-7.300333,0.134632,-4.228041,4.832459,-1.968886
981,11383,826000000,1.396604,-7.286711,0.134613,-4.265161,4.737544,-1.939783
