frame_index,stamp_sec,stamp_nsec,global_x,global_y,yaw
83,11432,704000000,2.523796,6.372366,2.846308
84,11432,804000000,2.427790,6.402603,2.869414
85,11432,904000000,2.329255,6.451967,2.886434
86,11433,4000000,2.232419,6.479071,2.921014
87,11433,104000000,2.144533,6.500252,2.960504
88,11433,204000000,2.057381,6.536498,2.984668
89,11433,304000000,1.958394,6.553041,3.018342
90,11433,404000000,1.858957,6.566248,3.050856
91,11433,504000000,1.771746,6.590556,3.063302
92,11433,604000000,1.671905,6.599053,3.087180
93,11433,704000000,1.571899,6.604554,3.109101
94,11433,804000000,1.474539,6.594941,3.134141
95,11433,904000000,1.374464,6.594497,3.137284
96,11434,4000000,1.174413,6.594258,3.134301
97,11434,104000000,1.090059,6.594804,3.139786
98,11434,204000000,0.990073,6.595186,-3.135001
99,11434,304000000,0.890095,6.594913,-3.125499
100,11434,404000000,0.816704,6.607744,-3.118451
101,11434,504000000,0.716739,6.606125,-3.102701
102,11434,604000000,0.616843,6.602266,-3.092919
103,11434,704000000,0.527449,6.598021,-3.087070
104,11434,804000000,0.427649,6.592287,-3.084329
105,11434,904000000,0.327853,6.586502,-3.080939
106,11435,4000000,0.224224,6.594554,-3.080606
107,11435,104000000,0.134418,6.589701,-3.067366
108,11435,204000000,0.034713,6.582396,-3.057976
109,11435,304000000,-0.053168,6.572639,-3.053926
110,11435,404000000,-0.152726,6.563555,-3.052974
111,11435,504000000,-0.252291,6.554578,-3.051621
112,11435,604000000,-0.352402,6.533097,-3.049985
113,11435,704000000,-0.451924,6.523644,-3.053557
114,11435,804000000,-0.551502,6.514789,-3.054511
115,11435,904000000,-0.646634,6.521962,-3.051947
116,11436,4000000,-0.746283,6.513773,-3.038122
117,11436,104000000,-0.845770,6.503821,-3.028011
118,11436,204000000,-0.936755,6.484437,-3.023814
119,11436,304000000,-1.036002,6.472346,-3.025349
120,11436,404000000,-1.125340,6.461728,-3.025734
121,11436,504000000,-1.220465,6.456983,-3.026592
122,11436,604000000,-1.319850,6.446029,-3.018797
123,11436,704000000,-1.419017,6.433887,-3.012545
124,11436,804000000,-1.516390,6.403573,-3.003758
125,11436,904000000,-1.615377,6.389171,-3.011253
126,11437,4000000,-1.714547,6.376231,-3.012754
127,11437,104000000,-1.826051,6.350866,-3.009510
128,11437,204000000,-1.925215,6.337981,-3.007485
129,11437,305000000,-2.024337,6.324802,-3.004970
130,11437,405000000,-2.119072,6.302243,-2.993009
131,11437,505000000,-2.217964,6.287452,-2.990661
132,11437,605000000,-2.316965,6.273336,-2.979367
133,11437,705000000,-2.409265,6.262307,-2.967779
134,11437,805000000,-2.508052,6.246562,-2.944465
135,11437,905000000,-2.606672,6.229386,-2.905684
136,11438,5000000,-2.708945,6.211642,-2.886173
137,11438,105000000,-2.806259,6.188151,-2.851439
138,11438,205000000,-2.902268,6.159899,-2.826722
139,11438,305000000,-2.988760,6.142529,-2.793649
140,11438,405000000,-3.083161,6.109131,-2.761490
141,11438,505000000,-3.177382,6.074756,-2.705329
142,11438,605000000,-3.261001,6.044268,-2.627318
143,11438,705000000,-3.325942,6.008438,-2.567025
144,11438,805000000,-3.407650,5.957744,-2.519424
145,11438,905000000,-3.478687,5.881986,-2.456671
146,11439,5000000,-3.555745,5.819515,-2.423443
147,11439,105000000,-3.631296,5.754086,-2.383120
148,11439,205000000,-3.699931,5.693871,-2.354410
149,11439,305000000,-3.772610,5.624168,-2.294924
150,11439,405000000,-3.841376,5.550338,-2.235849
151,11439,505000000,-3.887835,5.485462,-2.185109
152,11439,605000000,-3.945195,5.405166,-2.144737
153,11439,705000000,-4.000101,5.322500,-2.092958
154,11439,805000000,-4.050905,5.237876,-2.052792
155,11439,905000000,-4.079121,5.128979,-2.006207
156,11440,5000000,-4.120983,5.037875,-1.991491
157,11440,105000000,-4.161399,4.945808,-1.980352
158,11440,205000000,-4.201798,4.853598,-1.964001
159,11440,305000000,-4.226419,4.749782,-1.921107
160,11440,405000000,-4.261369,4.655349,-1.891680
161,11440,505000000,-4.292852,4.559779,-1.878614
162,11440,605000000,-4.322864,4.463823,-1.868222
163,11440,705000000,-4.372294,4.396046,-1.864607
164,11440,805000000,-4.402881,4.300377,-1.831264
165,11440,905000000,-4.430127,4.203750,-1.797139
166,11441,5000000,-4.456103,4.097887,-1.770012
167,11441,105000000,-4.475640,3.999551,-1.759298
168,11441,205000000,-4.493913,3.901024,-1.752192
169,11441,305000000,-4.514054,3.816970,-1.744022
170,11441,405000000,-4.529843,3.728257,-1.730920
171,11441,505000000,-4.546547,3.629541,-1.713280
172,11441,605000000,-4.567869,3.547563,-1.703478
173,11441,705000000,-4.582049,3.448480,-1.683332
174,11441,805000000,-4.593277,3.349137,-1.663566
175,11441,905000000,-4.619416,3.244104,-1.656441
176,11442,5000000,-4.628691,3.144450,-1.637305
177,11442,105000000,-4.636028,3.044647,-1.617404
178,11442,205000000,-4.636283,2.938176,-1.601957
179,11442,305000000,-4.638947,2.838177,-1.597657
180,11442,405000000,-4.641115,2.738178,-1.596102
181,11442,505000000,-4.651475,2.650570,-1.595267
182,11442,605000000,-4.654276,2.550601,-1.585091
183,11442,705000000,-4.656055,2.450610,-1.574161
184,11442,805000000,-4.643754,2.354573,-1.562648
185,11442,905000000,-4.642258,2.264597,-1.566183
186,11443,5000000,-4.641116,2.164605,-1.572793
187,11443,105000000,-4.632252,2.062657,-1.571412
188,11443,205000000,-4.631948,1.962666,-1.575111
189,11443,305000000,-4.632228,1.862675,-1.578335
190,11443,405000000,-4.626115,1.758843,-1.577705
191,11443,505000000,-4.626703,1.658856,-1.579450
192,11443,605000000,-4.627515,1.558869,-1.581293
193,11443,705000000,-4.637186,1.470578,-1.586965
194,11443,805000000,-4.639439,1.370609,-1.579901
195,11443,905000000,-4.640615,1.280631,-1.573989
196,11444,5000000,-4.658776,1.176907,-1.576843
197,11444,105000000,-4.660003,1.076917,-1.568417
198,11444,205000000,-4.660119,0.976918,-1.559747
199,11444,305000000,-4.657350,0.873499,-1.559978
200,11444,405000000,-4.655946,0.773513,-1.561572
201,11444,505000000,-4.654635,0.673525,-1.564917
202,11444,605000000,-4.664320,0.565493,-1.573489
203,11444,705000000,-4.665045,0.465499,-1.568715
204,11444,805000000,-4.665112,0.365503,-1.563405
205,11444,905000000,-4.656918,0.279969,-1.564053
206,11445,5000000,-4.655815,0.179978,-1.568206
207,11445,105000000,-4.655180,0.079982,-1.573298
208,11445,205000000,-4.636743,-0.018285,-1.569594
209,11445,305000000,-4.635677,-0.118287,-1.581212
210,11445,405000000,-4.636229,-0.218289,-1.592062
211,11445,505000000,-4.626109,-0.325184,-1.589599
212,11445,605000000,-4.627594,-0.425177,-1.597275
213,11445,705000000,-4.630295,-0.525142,-1.601298
214,11445,805000000,-4.660518,-0.716025,-1.596078
215,11445,905000000,-4.663954,-0.815980,-1.580568
216,11446,6000000,-4.665032,-0.905976,-1.573291
217,11446,105000000,-4.651477,-1.004413,-1.572058
218,11446,205000000,-4.651083,-1.104416,-1.577430
219,11446,305000000,-4.651560,-1.204406,-1.579465
220,11446,405000000,-4.666823,-1.302612,-1.575565
221,11446,505000000,-4.667808,-1.402615,-1.565881
222,11446,605000000,-4.667509,-1.502618,-1.559568
223,11446,705000000,-4.660134,-1.587844,-1.560999
224,11446,805000000,-4.658876,-1.687838,-1.562040
225,11446,905000000,-4.658019,-1.787835,-1.560435
226,11447,5000000,-4.648981,-1.891627,-1.559069
227,11447,105000000,-4.647692,-1.991618,-1.560375
228,11447,205000000,-4.646628,-2.091612,-1.560511
229,11447,305000000,-4.641848,-2.195507,-1.556814
230,11447,405000000,-4.640397,-2.295496,-1.557119
231,11447,505000000,-4.639404,-2.385490,-1.554214
232,11447,605000000,-4.635186,-2.494607,-1.550263
233,11447,705000000,-4.633158,-2.594586,-1.549312
234,11447,805000000,-4.631069,-2.694564,-1.547631
235,11447,905000000,-4.634595,-2.798060,-1.546588
236,11448,5000000,-4.632674,-2.898043,-1.538351
237,11448,105000000,-4.629714,-2.998003,-1.530298
238,11448,205000000,-4.628574,-3.087018,-1.524587
239,11448,305000000,-4.623774,-3.186904,-1.524823
240,11448,405000000,-4.619026,-3.286793,-1.525260
241,11448,505000000,-4.611142,-3.382705,-1.524132
242,11448,605000000,-4.606348,-3.482591,-1.525024
243,11448,705000000,-4.602199,-3.572495,-1.525380
244,11448,805000000,-4.588961,-3.664395,-1.520303
245,11448,905000000,-4.583548,-3.764250,-1.525077
246,11449,5000000,-4.578730,-3.864135,-1.529960
247,11449,105000000,-4.577590,-3.963724,-1.529919
248,11449,205000000,-4.573785,-4.063652,-1.527388
249,11449,305000000,-4.569720,-4.163570,-1.524045
250,11449,405000000,-4.564706,-4.265468,-1.518564
251,11449,505000000,-4.559415,-4.365328,-1.518682
252,11449,605000000,-4.554114,-4.465187,-1.519584
253,11449,705000000,-4.558106,-4.564594,-1.524172
254,11449,805000000,-4.554395,-4.654520,-1.517585
255,11449,905000000,-4.549486,-4.754404,-1.509771
256,11450,5000000,-4.529554,-4.837631,-1.500170
257,11450,105000000,-4.521630,-4.937324,-1.507675
258,11450,205000000,-4.514662,-5.037088,-1.517861
259,11450,305000000,-4.506258,-5.148043,-1.521468
260,11450,405000000,-4.501515,-5.247932,-1.521304
261,11450,505000000,-4.496941,-5.347830,-1.518362
262,11450,605000000,-4.491583,-5.444685,-1.515308
263,11450,705000000,-4.486475,-5.544557,-1.509755
264,11450,805000000,-4.481278,-5.634409,-1.504069
265,11450,905000000,-4.479512,-5.718851,-1.494937
266,11451,5000000,-4.472662,-5.818631,-1.480343
267,11451,105000000,-4.465196,-5.918396,-1.457861
268,11451,205000000,-4.454239,-6.023041,-1.430785
269,11451,305000000,-4.441924,-6.122356,-1.403016
270,11451,405000000,-4.429660,-6.221964,-1.335405
271,11451,505000000,-4.410793,-6.300363,-1.266577
272,11451,605000000,-4.385802,-6.393201,-1.199661
273,11451,705000000,-4.361906,-6.461339,-1.128266
274,11451,805000000,-4.328764,-6.524580,-1.052734
275,11451,905000000,-4.295728,-6.583210,-1.007746
276,11452,5000000,-4.248582,-6.662802,-0.961093
277,11452,105000000,-4.209269,-6.709685,-0.918888
278,11452,205000000,-4.154244,-6.787264,-0.860865
279,11452,305000000,-4.112814,-6.836432,-0.817042
280,11452,405000000,-4.054664,-6.914551,-0.776795
281,11452,505000000,-3.985765,-6.985839,-0.719514
282,11452,605000000,-3.911480,-7.054344,-0.666926
283,11452,705000000,-3.826230,-7.106774,-0.626185
284,11452,805000000,-3.743522,-7.167215,-0.600440
285,11452,905000000,-3.655095,-7.226531,-0.580751
286,11453,5000000,-3.569117,-7.283795,-0.555649
287,11453,105000000,-3.480682,-7.329006,-0.528435
288,11453,205000000,-3.393951,-7.381155,-0.500527
289,11453,305000000,-3.305279,-7.430047,-0.477770
290,11453,405000000,-3.215978,-7.477667,-0.449566
291,11453,505000000,-3.132321,-7.530041,-0.431499
292,11453,605000000,-3.041185,-7.573348,-0.403576
293,11453,705000000,-2.948800,-7.613572,-0.374400
294,11453,805000000,-2.855441,-7.651152,-0.348011
295,11453,905000000,-2.760983,-7.674686,-0.327540
296,11454,5000000,-2.665930,-7.707012,-0.313247
297,11454,105000000,-2.570378,-7.737528,-0.304250
298,11454,205000000,-2.464979,-7.750863,-0.283195
299,11454,305000000,-2.368892,-7.779214,-0.266606
300,11454,405000000,-2.272203,-7.805216,-0.258950
301,11454,505000000,-2.176290,-7.843907,-0.248941
302,11454,605000000,-2.079451,-7.869117,-0.230763
303,11454,705000000,-1.992029,-7.890400,-0.211829
304,11454,805000000,-1.907334,-7.916639,-0.205841
305,11454,905000000,-1.809418,-7.937030,-0.195530
306,11455,5000000,-1.711408,-7.956923,-0.180408
307,11455,105000000,-1.614756,-7.981153,-0.171198
308,11455,205000000,-1.516313,-7.998698,-0.156956
309,11455,305000000,-1.417808,-8.013937,-0.146390
310,11455,405000000,-1.317688,-8.009214,-0.130764
311,11455,505000000,-1.218304,-8.021382,-0.134928
312,11455,605000000,-1.119119,-8.034580,-0.137441
313,11455,705000000,-1.035677,-8.059121,-0.141408
314,11455,805000000,-0.936853,-8.074519,-0.124880
315,11455,905000000,-0.837717,-8.087592,-0.109752
316,11456,5000000,-0.740515,-8.098353,-0.097664
317,11456,105000000,-0.640997,-8.107948,-0.091925
318,11456,205000000,-0.541456,-8.117278,-0.084307
319,11456,305000000,-0.450153,-8.142049,-0.088230
320,11456,405000000,-0.360644,-8.151158,-0.070408
321,11456,505000000,-0.260936,-8.158710,-0.054319
322,11456,605000000,-0.165914,-8.160239,-0.042845
323,11456,705000000,-0.065996,-8.164058,-0.040724
324,11456,805000000,0.033910,-8.168052,-0.036786
325,11456,905000000,0.145884,-8.159033,-0.026455
326,11457,5000000,0.245848,-8.161082,-0.029867
327,11457,105000000,0.345797,-8.163660,-0.033566
328,11457,205000000,0.458621,-8.164112,-0.025010
329,11457,305000000,0.558575,-8.166509,-0.023927
330,11457,405000000,0.658520,-8.169340,-0.017737
331,11457,505000000,0.753311,-8.172811,-0.015933
332,11457,605000000,0.953267,-8.175895,0.007557
333,11457,705000000,1.043248,-8.175402,0.014119
334,11457,805000000,1.135022,-8.180426,0.018093
335,11457,905000000,1.235020,-8.179238,0.030826
336,11458,5000000,1.334988,-8.176556,0.043682
337,11458,105000000,1.436987,-8.169991,0.054163
338,11458,205000000,1.536859,-8.164555,0.059206
339,11458,305000000,1.636701,-8.158736,0.063630
340,11458,405000000,1.738377,-8.151153,0.070594
341,11458,505000000,1.838161,-8.144492,0.078747
342,11458,605000000,1.937887,-8.136993,0.089528
343,11458,705000000,2.038242,-8.135289,0.099284
344,11458,805000000,2.137854,-8.126212,0.119312
345,11458,905000000,2.237275,-8.115164,0.138383
346,11459,5000000,2.323218,-8.091590,0.163456
347,11459,105000000,2.421912,-8.075327,0.171233
348,11459,205000000,2.520727,-8.059613,0.194875
349,11459,305000000,2.612249,-8.049886,0.237214
350,11459,405000000,2.710081,-8.028447,0.278000
351,11459,505000000,2.806776,-8.002337,0.320619
352,11459,605000000,2.899512,-7.965102,0.358197
353,11459,705000000,2.993462,-7.930410,0.389560
354,11459,805000000,3.086605,-7.893536,0.421417
355,11459,905000000,3.171291,-7.856956,0.495489
356,11460,5000000,3.237275,-7.822894,0.563122
357,11460,105000000,3.310682,-7.776785,0.594217
358,11460,205000000,3.385836,-7.728125,0.610710
359,11460,305000000,3.467943,-7.672730,0.658374
360,11460,405000000,3.548559,-7.613714,0.713274
361,11460,505000000,3.600785,-7.569396,0.755851
362,11460,605000000,3.673984,-7.502859,0.808102
363,11460,705000000,3.727271,-7.448826,0.854508
364,11460,805000000,3.783052,-7.378393,0.904512
365,11460,905000000,3.844082,-7.303132,0.953599
366,11461,5000000,3.902404,-7.223253,0.993497
367,11461,105000000,3.957417,-7.139649,1.030651
368,11461,205000000,4.019912,-7.048355,1.060648
369,11461,305000000,4.071437,-6.961204,1.116434
370,11461,405000000,4.100367,-6.901771,1.154365
371,11461,505000000,4.139391,-6.813125,1.175863
372,11461,605000000,4.185797,-6.727732,1.188769
373,11461,705000000,4.223888,-6.635490,1.220395
374,11461,805000000,4.259954,-6.541693,1.256800
375,11461,905000000,4.293681,-6.446513,1.308946
376,11462,5000000,4.324809,-6.341277,1.345365
377,11462,105000000,4.347922,-6.242836,1.373022
378,11462,205000000,4.367475,-6.143690,1.392910
379,11462,305000000,4.380469,-6.046295,1.412954
380,11462,405000000,4.396109,-5.946660,1.429732
381,11462,505000000,4.410946,-5.847005,1.450828
382,11462,605000000,4.423066,-5.747101,1.469630
383,11462,705000000,4.415101,-5.645448,1.488225
384,11462,805000000,4.423067,-5.545333,1.500019
385,11462,905000000,4.430992,-5.445280,1.518139
386,11463,5000000,4.437030,-5.328304,1.535721
387,11463,105000000,4.441854,-5.228248,1.566225
388,11463,205000000,4.442849,-5.128079,1.595439
389,11463,305000000,4.436826,-5.016945,1.638879
390,11463,405000000,4.434049,-4.916504,1.704642
391,11463,505000000,4.427438,-4.840047,1.781803
392,11463,605000000,4.383966,-4.773543,1.856660
393,11463,705000000,4.360964,-4.683321,1.924855
394,11463,805000000,4.339101,-4.625162,1.968493
395,11463,905000000,4.309579,-4.525761,2.021549
396,11464,5000000,4.281720,-4.459359,2.108736
397,11464,105000000,4.247968,-4.398632,2.180781
398,11464,205000000,4.190957,-4.332815,2.237931
399,11464,305000000,4.135583,-4.257745,2.291830
400,11464,405000000,4.088590,-4.203787,2.335803
401,11464,505000000,4.029819,-4.140197,2.385241
402,11464,605000000,3.977189,-4.089328,2.433726
403,11464,705000000,3.905763,-4.023525,2.495370
404,11464,805000000,3.853529,-3.983611,2.534338
405,11464,905000000,3.778589,-3.914349,2.585799
406,11465,5000000,3.688041,-3.856985,2.634625
407,11465,105000000,3.598457,-3.805063,2.684829
408,11465,205000000,3.509357,-3.758851,2.709462
409,11465,305000000,3.418276,-3.714841,2.748044
410,11465,405000000,3.324361,-3.675517,2.775975
411,11465,505000000,3.229554,-3.637741,2.811464
412,11465,605000000,3.116965,-3.614491,2.837025
413,11465,705000000,3.029444,-3.586927,2.853165
414,11465,805000000,2.932047,-3.558428,2.865006
415,11465,905000000,2.834886,-3.529839,2.888552
416,11466,5000000,2.729072,-3.493826,2.899264
417,11466,105000000,2.631472,-3.468196,2.928572
418,11466,205000000,2.533056,-3.446775,2.947228
419,11466,305000000,2.445914,-3.415678,2.959931
420,11466,405000000,2.347093,-3.397651,2.972123
421,11466,505000000,2.248082,-3.381331,2.975870
422,11466,605000000,2.148379,-3.365421,2.951574
423,11466,705000000,2.048707,-3.351940,2.877017
424,11466,805000000,1.976619,-3.334083,2.830541
425,11466,905000000,1.879254,-3.333539,2.792871
426,11467,5000000,1.810203,-3.311222,2.725577
427,11467,105000000,1.745956,-3.285259,2.666298
428,11467,205000000,1.687479,-3.255884,2.596149
429,11467,305000000,1.629558,-3.223089,2.540732
430,11467,405000000,1.573515,-3.187510,2.478678
431,11467,505000000,1.495390,-3.137400,2.441781
432,11467,605000000,1.421043,-3.075026,2.419691
433,11467,705000000,1.344691,-3.010446,2.370017
434,11467,805000000,1.277592,-2.932947,2.311069
435,11467,905000000,1.225778,-2.876768,2.267797
436,11468,6000000,1.098431,-2.723649,2.190626
437,11468,105000000,1.044052,-2.649178,2.160833
438,11468,205000000,0.989910,-2.578835,2.125969
439,11468,305000000,0.933573,-2.489751,2.086002
440,11468,405000000,0.882925,-2.402300,2.051996
441,11468,505000000,0.835396,-2.312665,2.027578
442,11468,605000000,0.790570,-2.221584,2.006344
443,11468,705000000,0.748345,-2.139136,1.989181
444,11468,805000000,0.711092,-2.055893,1.969356
445,11468,905000000,0.671199,-1.963047,1.946776
446,11469,5000000,0.633902,-1.869320,1.925471
447,11469,105000000,0.608100,-1.777336,1.908539
448,11469,205000000,0.574844,-1.682422,1.894242
449,11469,305000000,0.542431,-1.587339,1.878512
450,11469,405000000,0.504211,-1.476769,1.866646
451,11469,505000000,0.473744,-1.381203,1.840073
452,11469,605000000,0.446724,-1.284690,1.817819
453,11469,705000000,0.420033,-1.192311,1.797699
454,11469,805000000,0.399573,-1.104640,1.778603
455,11469,905000000,0.378252,-1.006825,1.757408
456,11470,5000000,0.383600,-0.889143,1.727243
457,11470,105000000,0.370116,-0.789988,1.741349
458,11470,205000000,0.353503,-0.691376,1.746529
459,11470,305000000,0.358434,-0.591883,1.736105
460,11470,405000000,0.340859,-0.493461,1.721632
461,11470,505000000,0.324829,-0.394774,1.699978
462,11470,605000000,0.315676,-0.310888,1.691443
463,11470,705000000,0.302122,-0.211817,1.669792
464,11470,805000000,0.287836,-0.112583,1.605817
465,11470,905000000,0.278177,-0.042895,1.552213
466,11471,5000000,0.275021,0.053194,1.472211
467,11471,105000000,0.278894,0.125392,1.388789
468,11471,205000000,0.304775,0.200454,1.319233
469,11471,305000000,0.319538,0.266258,1.256447
470,11471,405000000,0.338532,0.330133,1.195974
471,11471,505000000,0.376783,0.392716,1.145244
472,11471,605000000,0.401903,0.454616,1.079655
473,11471,705000000,0.450012,0.544311,1.043938
474,11471,805000000,0.520892,0.627795,0.988062
475,11471,905000000,0.572656,0.711646,0.929574
476,11472,5000000,0.618063,0.773224,0.887800
477,11472,105000000,0.681446,0.855367,0.854649
478,11472,205000000,0.746010,0.931457,0.813541
479,11472,305000000,0.813945,1.006703,0.765731
480,11472,405000000,0.884458,1.072899,0.732594
481,11472,505000000,0.959653,1.142450,0.697001
482,11472,605000000,1.038087,1.208366,0.670002
483,11472,706000000,1.117436,1.273016,0.637036
484,11472,805000000,1.219603,1.341036,0.599321
485,11472,905000000,1.302903,1.399740,0.564138
486,11473,5000000,1.380303,1.448718,0.543347
487,11473,105000000,1.466201,1.502593,0.508592
488,11473,205000000,1.551069,1.551393,0.471922
489,11473,305000000,1.639847,1.599498,0.427469
490,11473,405000000,1.731364,1.641753,0.396943
491,11473,505000000,1.823661,1.682062,0.359426
492,11473,605000000,1.936882,1.707794,0.334044
493,11473,705000000,2.031736,1.740809,0.313034
494,11473,805000000,2.117769,1.767954,0.302369
495,11473,905000000,2.213444,1.797877,0.287340
496,11474,5000000,2.338037,1.807240,0.268912
497,11474,105000000,2.435069,1.831987,0.280359
498,11474,205000000,2.531816,1.857686,0.302183
499,11474,305000000,2.627304,1.867230,0.310107
500,11474,405000000,2.723399,1.895222,0.343685
501,11474,505000000,2.819056,1.925217,0.407146
502,11474,605000000,2.894075,1.941597,0.446943
503,11474,705000000,2.982232,1.979814,0.510481
504,11474,805000000,3.036645,2.010685,0.542707
505,11474,905000000,3.123352,2.057119,0.607751
506,11475,5000000,3.182283,2.097732,0.650247
507,11475,105000000,3.259775,2.152286,0.711597
508,11475,205000000,3.312998,2.198908,0.750722
509,11475,305000000,3.384805,2.261392,0.809614
510,11475,405000000,3.434816,2.313449,0.850494
511,11475,505000000,3.500200,2.379484,0.915124
512,11475,605000000,3.561684,2.456692,0.965190
513,11475,705000000,3.619219,2.539033,0.993564
514,11475,805000000,3.674159,2.624315,1.013061
515,11475,905000000,3.732592,2.710761,1.035667
516,11476,5000000,3.780808,2.789716,1.071416
517,11476,105000000,3.830729,2.878738,1.105308
518,11476,205000000,3.877045,2.969535,1.136964
519,11476,305000000,3.918792,3.073053,1.167672
520,11476,405000000,3.958190,3.166624,1.182007
521,11476,505000000,3.996223,3.260518,1.187805
522,11476,605000000,4.033981,3.354297,1.199211
523,11476,705000000,4.065269,3.439032,1.216397
524,11476,805000000,4.134737,3.628053,1.259307
525,11476,905000000,4.162979,3.713958,1.280467
526,11477,5000000,4.174812,3.818860,1.305214
527,11477,105000000,4.201289,3.915622,1.322577
528,11477,205000000,4.226573,4.012634,1.339586
529,11477,305000000,4.253598,4.108117,1.389847
530,11477,405000000,4.270330,4.185204,1.448650
531,11477,505000000,4.285053,4.279189,1.507042
532,11477,605000000,4.291586,4.345991,1.546064
533,11477,705000000,4.296534,4.439811,1.599036
534,11477,805000000,4.294825,4.510837,1.646336
535,11477,905000000,4.280672,4.612223,1.699043
536,11478,5000000,4.272568,4.674471,1.738886
537,11478,105000000,4.259573,4.768317,1.792515
538,11478,205000000,4.223487,4.851982,1.849213
539,11478,305000000,4.198889,4.944220,1.887325
540,11478,405000000,4.170181,5.038434,1.939621
541,11478,505000000,4.120810,5.133176,1.987054
542,11478,605000000,4.081232,5.226519,2.036745
543,11478,705000000,4.037395,5.318585,2.085060
544,11478,805000000,3.973736,5.432948,2.173532
545,11478,905000000,3.930697,5.495632,2.228542
546,11479,5000000,3.878377,5.567354,2.278815
547,11479,105000000,3.814734,5.643773,2.330228
548,11479,205000000,3.743966,5.721380,2.377278
549,11479,305000000,3.668605,5.792323,2.412915
550,11479,405000000,3.594680,5.860341,2.447809
551,11479,505000000,3.488664,5.931279,2.513922
552,11479,605000000,3.426648,5.976560,2.556128
553,11479,705000000,3.347001,6.031166,2.593291
554,11479,805000000,3.260326,6.074530,2.619734
555,11479,905000000,3.174568,6.124937,2.649622
556,11480,5000000,3.086459,6.172633,2.680231
557,11480,105000000,2.996977,6.218664,2.714591
558,11480,205000000,2.887134,6.251163,2.755026
559,11480,305000000,2.793887,6.289625,2.777967
560,11480,405000000,2.699597,6.325373,2.796923
