x,y,pixel_value
-5.845,7.505000000000001,0
-5.745,7.505000000000001,0
-3.945,7.505000000000001,0
-3.795,7.505000000000001,0
-3.695,7.505000000000001,0
-3.295,7.505000000000001,0
-2.9949999999999997,7.505000000000001,0
-2.795,7.505000000000001,0
-2.5949999999999998,7.505000000000001,0
-2.3949999999999996,7.505000000000001,0
-2.295,7.505000000000001,0
-2.2449999999999997,7.505000000000001,0
-2.1449999999999996,7.505000000000001,0
-2.0949999999999998,7.505000000000001,0
-1.9949999999999997,7.505000000000001,0
-1.9449999999999998,7.505000000000001,0
-1.8949999999999996,7.505000000000001,0
-1.795,7.505000000000001,0
-1.745,7.505000000000001,0
-1.6449999999999996,7.505000000000001,0
-1.545,7.505000000000001,0
-1.495,7.505000000000001,0
-1.4449999999999994,7.505000000000001,0
-1.3949999999999996,7.505000000000001,0
-1.3449999999999998,7.505000000000001,0
-1.295,7.505000000000001,0
-1.245,7.505000000000001,0
-1.1949999999999994,7.505000000000001,0
-1.1449999999999996,7.505000000000001,0
-1.0949999999999998,7.505000000000001,0
-1.045,7.505000000000001,0
-0.9949999999999992,7.505000000000001,0
-0.9449999999999994,7.505000000000001,0
-0.8949999999999996,7.505000000000001,0
-0.8449999999999998,7.505000000000001,0
-0.7949999999999999,7.505000000000001,0
-0.7449999999999992,7.505000000000001,0
-0.6949999999999994,7.505000000000001,0
-0.6449999999999996,7.505000000000001,0
-0.5949999999999998,7.505000000000001,0
-0.5449999999999999,7.505000000000001,0
-0.4949999999999992,7.505000000000001,0
-0.4449999999999994,7.505000000000001,0
-0.3949999999999996,7.505000000000001,0
-0.34499999999999975,7.505000000000001,0
-0.29499999999999993,7.505000000000001,0
-0.24499999999999922,7.505000000000001,0
-0.1949999999999994,7.505000000000001,0
-0.14499999999999957,7.505000000000001,0
-0.09499999999999975,7.505000000000001,0
-0.04499999999999993,7.505000000000001,0
0.005000000000000782,7.505000000000001,0
0.055000000000000604,7.505000000000001,0
0.10500000000000043,7.505000000000001,0
0.15500000000000025,7.505000000000001,0
0.20500000000000007,7.505000000000001,0
0.2550000000000008,7.505000000000001,0
0.3050000000000006,7.505000000000001,0
0.3550000000000004,7.505000000000001,0
0.40500000000000025,7.505000000000001,0
0.45500000000000007,7.505000000000001,0
0.5050000000000008,7.505000000000001,0
0.5550000000000006,7.505000000000001,0
0.6050000000000004,7.505000000000001,0
0.6550000000000002,7.505000000000001,0
0.7050000000000001,7.505000000000001,0
0.7550000000000008,7.505000000000001,0
0.8050000000000006,7.505000000000001,0
0.8550000000000004,7.505000000000001,0
0.9050000000000002,7.505000000000001,0
0.9550000000000001,7.505000000000001,0
1.0050000000000008,7.505000000000001,0
1.0550000000000006,7.505000000000001,0
1.1050000000000004,7.505000000000001,0
1.1550000000000002,7.505000000000001,0
1.205,7.505000000000001,0
1.2550000000000008,7.505000000000001,0
1.3050000000000006,7.505000000000001,0
1.3550000000000004,7.505000000000001,0
1.4050000000000002,7.505000000000001,0
1.455,7.505000000000001,0
1.5050000000000008,7.505000000000001,0
1.5550000000000006,7.505000000000001,0
1.6050000000000004,7.505000000000001,0
1.6550000000000002,7.505000000000001,0
1.705,7.505000000000001,0
1.7550000000000008,7.505000000000001,0
1.8050000000000006,7.505000000000001,0
1.8550000000000004,7.505000000000001,0
1.9050000000000002,7.505000000000001,0
1.955,7.505000000000001,0
2.005000000000001,7.505000000000001,0
2.0550000000000006,7.505000000000001,0
2.1050000000000004,7.505000000000001,0
2.155000000000001,7.505000000000001,0
2.205,7.505000000000001,0
2.255000000000001,7.505000000000001,0
2.3049999999999997,7.505000000000001,0
2.3550000000000004,7.505000000000001,0
2.405000000000001,7.505000000000001,0
2.455,7.505000000000001,0
2.505000000000001,7.505000000000001,0
2.5549999999999997,7.505000000000001,0
2.6050000000000004,7.505000000000001,0
2.655000000000001,7.505000000000001,0
2.705,7.505000000000001,0
2.755000000000001,7.505000000000001,0
2.8049999999999997,7.505000000000001,0
2.8550000000000004,7.505000000000001,0
2.905000000000001,7.505000000000001,0
2.955,7.505000000000001,0
3.005000000000001,7.505000000000001,0
3.0549999999999997,7.505000000000001,0
3.1050000000000004,7.505000000000001,0
3.155000000000001,7.505000000000001,0
3.205,7.505000000000001,0
3.255000000000001,7.505000000000001,0
3.3049999999999997,7.505000000000001,0
3.3550000000000004,7.505000000000001,0
3.405000000000001,7.505000000000001,0
3.455,7.505000000000001,0
3.505000000000001,7.505000000000001,0
3.5549999999999997,7.505000000000001,0
3.6050000000000004,7.505000000000001,0
3.655000000000001,7.505000000000001,0
3.705,7.505000000000001,0
3.755000000000001,7.505000000000001,0
3.8050000000000015,7.505000000000001,0
3.8550000000000004,7.505000000000001,0
3.905000000000001,7.505000000000001,0
3.955,7.505000000000001,0
4.005000000000001,7.505000000000001,0
4.0550000000000015,7.505000000000001,0
4.105,7.505000000000001,0
4.155000000000001,7.505000000000001,0
4.205,7.505000000000001,0
4.255000000000001,7.505000000000001,0
4.3050000000000015,7.505000000000001,0
4.355,7.505000000000001,0
4.405000000000001,7.505000000000001,0
4.455,7.505000000000001,0
4.505000000000001,7.505000000000001,0
4.5550000000000015,7.505000000000001,0
4.605,7.505000000000001,0
4.655000000000001,7.505000000000001,0
4.705,7.505000000000001,0
4.755000000000001,7.505000000000001,0
